년.월.일,현재지수,대비,등락률...,시가지수,고가지수,저가지수,거래량.천주..외국주미포함,거래량.천주..외국주포함,거래대금.원..외국주미포함,거래대금.원..외국주포함,상장시가총액.원..외국주미포함,상장시가총액.원..외국주포함
2006-09-27,"1,360.03",16.06,1.19,"1,352.22","1,361.12","1,351.83",0,"242,745",0,"3,141,482,237,390",0,"668,774,457,023,155"
2006-09-28,"1,371.43",11.4,0.84,"1,362.72","1,372.22","1,359.47",0,"228,240",0,"3,096,166,230,952",0,"674,370,564,519,670"
2006-09-29,"1,371.41",-0.02,0,"1,375.38","1,377.37","1,367.78",0,"248,282",0,"2,675,838,681,795",0,"674,270,132,274,475"
2006-10-02,"1,374.22",2.81,0.2,"1,370.27","1,380.91","1,367.74",0,"231,198",0,"2,357,216,679,157",0,"675,702,304,248,520"
2006-10-04,"1,352.00",-22.22,-1.62,"1,366.16","1,371.72","1,345.83",0,"223,066",0,"2,940,361,995,915",0,"664,927,739,935,010"
2006-10-09,"1,319.40",-32.6,-2.41,"1,356.59","1,365.01","1,303.62",0,"400,256",0,"4,537,949,845,313",0,"648,855,686,025,625"
2006-10-10,"1,328.37",8.97,0.68,"1,322.44","1,334.41","1,322.44",0,"251,540",0,"2,766,970,307,671",0,"653,142,300,618,005"
2006-10-11,"1,325.49",-2.88,-0.22,"1,317.68","1,332.28","1,315.84",0,"198,429",0,"2,609,577,974,235",0,"651,689,053,962,140"
2006-10-12,"1,331.78",6.29,0.47,"1,325.70","1,337.70","1,323.80",0,"256,986",0,"2,892,015,480,918",0,"654,700,811,217,770"
2006-10-13,"1,348.60",16.82,1.26,"1,349.50","1,353.93","1,345.97",0,"305,317",0,"3,095,741,150,685",0,"662,815,978,072,315"
2006-10-16,"1,356.72",8.12,0.6,"1,356.59","1,358.88","1,350.80",0,"208,577",0,"2,849,772,111,495",0,"666,705,420,498,260"
2006-10-17,"1,351.30",-5.42,-0.4,"1,360.56","1,360.56","1,339.89",0,"308,567",0,"2,540,357,954,160",0,"664,224,496,348,005"
2006-10-18,"1,354.26",2.96,0.22,"1,345.60","1,355.92","1,338.00",0,"279,680",0,"2,779,203,282,375",0,"665,408,994,633,225"
2006-10-19,"1,354.06",-0.2,-0.01,"1,356.61","1,358.95","1,350.36",0,"295,222",0,"2,868,666,932,004",0,"665,111,270,902,425"
2006-10-20,"1,364.24",10.18,0.75,"1,357.37","1,366.94","1,357.14",0,"269,190",0,"3,186,747,279,217",0,"669,856,762,810,970"
2006-10-23,"1,364.95",0.71,0.05,"1,367.14","1,369.85","1,358.93",0,"240,374",0,"2,865,835,699,660",0,"670,319,751,351,400"
2006-10-24,"1,366.50",1.55,0.11,"1,373.57","1,374.43","1,364.07",0,"244,728",0,"3,018,554,606,398",0,"670,988,971,561,080"
2006-10-25,"1,371.43",4.93,0.36,"1,368.36","1,375.01","1,365.80",0,"231,825",0,"2,780,043,983,220",0,"673,334,723,780,835"
2006-10-26,"1,373.65",2.22,0.16,"1,373.99","1,377.40","1,369.66",0,"241,700",0,"3,015,084,722,779",0,"674,463,617,135,505"
2006-10-27,"1,369.09",-4.56,-0.33,"1,378.06","1,379.51","1,362.44",0,"205,034",0,"3,029,327,388,216",0,"672,109,466,012,580"
2006-10-30,"1,356.11",-12.98,-0.95,"1,363.34","1,363.34","1,353.46",0,"159,719",0,"2,290,179,766,343",0,"665,774,652,426,725"
2006-10-31,"1,364.55",8.44,0.62,"1,356.91","1,364.83","1,351.08",0,"255,789",0,"2,906,935,053,525",0,"669,926,046,242,990"
2006-11-01,"1,374.35",9.8,0.72,"1,372.03","1,378.11","1,366.60",0,"233,252",0,"2,910,816,107,295",0,"674,719,048,985,330"
2006-11-02,"1,383.73",9.38,0.68,"1,371.51","1,383.73","1,370.30",0,"218,346",0,"2,819,773,565,287",0,"679,253,415,824,630"
2006-11-03,"1,383.88",0.15,0.01,"1,385.17","1,385.39","1,379.26",0,"215,319",0,"2,900,249,970,241",0,"679,227,435,808,615"
2006-11-06,"1,379.19",-4.69,-0.34,"1,379.37","1,379.37","1,363.71",0,"209,561",0,"2,564,545,447,045",0,"676,781,518,438,500"
2006-11-07,"1,387.44",8.25,0.6,"1,389.12","1,392.51","1,385.41",0,"213,063",0,"2,963,597,245,690",0,"680,973,167,378,020"
2006-11-08,"1,380.07",-7.37,-0.53,"1,391.23","1,393.51","1,379.34",0,"197,670",0,"2,680,360,487,236",0,"677,620,647,454,790"
2006-11-09,"1,399.44",19.37,1.4,"1,382.40","1,399.44","1,382.11",0,"197,535",0,"3,177,045,814,931",0,"687,099,712,874,630"
2006-11-10,"1,395.73",-3.71,-0.27,"1,393.88","1,399.87","1,391.69",0,"168,512",0,"2,523,006,248,057",0,"685,475,049,542,325"
2006-11-13,"1,396.69",0.96,0.07,"1,399.51","1,399.98","1,386.76",0,"178,608",0,"2,542,144,387,243",0,"686,260,492,717,185"
2006-11-14,"1,407.37",10.68,0.76,"1,402.92","1,407.54","1,400.74",0,"205,371",0,"3,026,487,264,275",0,"691,654,394,962,980"
2006-11-15,"1,412.54",5.17,0.37,"1,412.07","1,413.69","1,406.86",0,"236,747",0,"3,319,692,862,107",0,"694,417,616,934,615"
2006-11-16,"1,410.75",-1.79,-0.13,"1,417.68","1,417.68","1,409.22",0,"259,277",0,"2,985,556,067,305",0,"693,658,508,518,880"
2006-11-17,"1,412.22",1.47,0.1,"1,414.17","1,416.40","1,407.26",0,"250,383",0,"2,633,291,614,519",0,"694,245,334,336,655"
2006-11-20,"1,402.21",-10.01,-0.71,"1,413.74","1,413.88","1,400.83",0,"232,531",0,"2,831,134,064,575",0,"689,468,632,134,665"
2006-11-21,"1,405.90",3.69,0.26,"1,402.75","1,406.58","1,399.97",0,"277,288",0,"3,542,782,706,620",0,"690,542,681,307,000"
2006-11-22,"1,422.54",16.64,1.18,"1,405.34","1,422.54","1,405.21",0,"247,167",0,"3,029,281,049,091",0,"698,719,549,318,580"
2006-11-23,"1,419.23",-3.31,-0.23,"1,419.51","1,424.33","1,414.80",0,"237,548",0,"3,115,728,926,193",0,"697,030,113,056,925"
2006-11-24,"1,421.73",2.5,0.18,"1,419.99","1,424.82","1,411.27",0,"314,623",0,"3,265,382,250,987",0,"698,230,759,718,470"
2006-11-27,"1,425.13",3.4,0.24,"1,419.80","1,425.13","1,415.22",0,"297,936",0,"3,001,664,593,642",0,"699,851,608,061,830"
2006-11-28,"1,411.47",-13.66,-0.96,"1,407.52","1,413.71","1,404.67",0,"252,352",0,"3,018,734,145,095",0,"693,204,802,312,845"
2006-11-29,"1,422.55",11.08,0.78,"1,413.91","1,424.91","1,413.54",0,"254,274",0,"3,555,665,583,091",0,"698,620,924,993,000"
2006-11-30,"1,432.21",9.66,0.68,"1,427.67","1,434.85","1,427.67",0,"252,192",0,"3,260,458,402,622",0,"703,252,480,620,010"
2006-12-01,"1,434.36",2.15,0.15,"1,433.40","1,436.80","1,428.24",0,"231,104",0,"2,860,539,743,249",0,"704,293,870,556,750"
2006-12-04,"1,426.46",-7.9,-0.55,"1,431.01","1,433.28","1,426.34",0,"197,279",0,"2,734,386,620,009",0,"700,445,705,568,740"
2006-12-05,"1,420.59",-5.87,-0.41,"1,432.97","1,436.69","1,420.40",0,"300,827",0,"3,847,659,619,873",0,"697,560,721,747,295"
2006-12-06,"1,413.73",-6.86,-0.48,"1,422.75","1,423.07","1,399.68",0,"237,546",0,"2,972,860,720,748",0,"693,957,731,461,950"
2006-12-07,"1,410.30",-3.43,-0.24,"1,411.73","1,416.13","1,407.66",0,"237,407",0,"2,843,976,816,811",0,"692,104,216,992,340"
2006-12-08,"1,390.43",-19.87,-1.41,"1,400.98","1,400.98","1,386.26",0,"221,669",0,"2,922,813,913,194",0,"682,328,741,262,190"
2006-12-11,"1,390.73",0.3,0.02,"1,390.26","1,396.15","1,389.65",0,"213,260",0,"2,258,525,688,180",0,"682,385,018,855,360"
2006-12-12,"1,376.98",-13.75,-0.99,"1,392.22","1,392.90","1,373.03",0,"195,342",0,"2,536,232,274,337",0,"675,992,946,798,810"
2006-12-13,"1,383.28",6.3,0.46,"1,375.31","1,386.69","1,373.52",0,"186,913",0,"2,537,771,877,679",0,"679,139,385,343,475"
2006-12-14,"1,418.38",35.1,2.54,"1,385.50","1,418.38","1,376.87",0,"250,160",0,"4,610,445,197,871",0,"696,108,371,051,590"
2006-12-15,"1,421.87",3.49,0.25,"1,418.53","1,425.78","1,412.17",0,"319,548",0,"2,961,185,652,210",0,"697,706,913,724,545"
2006-12-18,"1,433.23",11.36,0.8,"1,427.14","1,437.64","1,427.14",0,"244,629",0,"2,778,671,489,828",0,"703,183,929,295,870"
2006-12-19,"1,427.76",-5.47,-0.38,"1,431.07","1,436.40","1,425.60",0,"215,449",0,"2,608,340,368,317",0,"700,542,763,195,950"
2006-12-20,"1,442.28",14.52,1.02,"1,429.77","1,445.50","1,429.77",0,"240,499",0,"3,007,920,161,085",0,"707,660,085,462,880"
2006-12-21,"1,436.47",-5.81,-0.4,"1,444.41","1,445.51","1,434.47",0,"193,026",0,"2,626,650,177,820",0,"704,793,346,391,525"
2006-12-22,"1,437.49",1.02,0.07,"1,432.03","1,439.27","1,432.03",0,"218,349",0,"2,578,279,798,756",0,"705,211,497,444,325"
2006-12-26,"1,433.92",-3.57,-0.25,"1,434.58","1,441.21","1,422.37",0,"218,666",0,"2,585,669,135,385",0,"703,945,998,536,130"
2006-12-27,"1,425.10",-8.82,-0.62,"1,426.80","1,429.84","1,418.77",0,"175,940",0,"1,809,360,836,820",0,"700,019,219,440,725"
2006-12-28,"1,434.46",9.36,0.66,"1,433.63","1,437.48","1,425.84",0,"160,604",0,"1,968,110,472,990",0,"704,587,507,977,345"
2007-01-02,"1,435.26",0.8,0.06,"1,438.89","1,439.71","1,430.06",0,"147,739",0,"2,037,041,214,537",0,"705,331,658,848,560"
2007-01-03,"1,409.35",-25.91,-1.81,"1,436.42","1,437.79","1,409.31",0,"203,208",0,"2,611,604,472,961",0,"692,674,665,049,475"
2007-01-04,"1,397.29",-12.06,-0.86,"1,410.55","1,411.12","1,388.50",0,"241,172",0,"2,967,081,204,825",0,"686,777,866,954,890"
2007-01-05,"1,385.76",-11.53,-0.83,"1,398.60","1,400.59","1,372.36",0,"277,292",0,"3,394,971,610,133",0,"681,185,456,623,195"
2007-01-08,"1,370.81",-14.95,-1.08,"1,376.76","1,384.65","1,366.48",0,"177,592",0,"2,555,241,244,959",0,"673,840,181,097,160"
2007-01-09,"1,374.34",3.53,0.26,"1,376.71","1,381.99","1,367.74",0,"216,844",0,"2,473,171,096,196",0,"675,406,045,109,805"
2007-01-10,"1,355.79",-18.55,-1.35,"1,372.52","1,372.52","1,345.08",0,"225,462",0,"2,912,102,069,775",0,"665,963,580,229,900"
2007-01-11,"1,365.31",9.52,0.7,"1,357.57","1,375.31","1,355.63",0,"211,751",0,"2,689,446,928,133",0,"670,446,730,116,930"
2007-01-12,"1,388.37",23.06,1.69,"1,379.00","1,389.00","1,372.87",0,"213,766",0,"3,185,029,447,290",0,"682,183,246,637,755"
2007-01-15,"1,390.96",2.59,0.19,"1,396.87","1,397.64","1,385.81",0,"163,885",0,"2,462,800,717,647",0,"683,598,164,571,290"
2007-01-16,"1,389.71",-1.25,-0.09,"1,392.00","1,393.42","1,385.20",0,"171,336",0,"2,188,876,583,141",0,"682,987,635,084,640"
2007-01-17,"1,379.48",-10.23,-0.74,"1,391.75","1,391.75","1,369.08",0,"205,373",0,"2,674,358,040,937",0,"678,010,048,987,325"
2007-01-18,"1,383.21",3.73,0.27,"1,378.37","1,385.22","1,372.93",0,"181,232",0,"2,599,655,175,398",0,"679,606,356,779,980"
2007-01-19,"1,360.56",-22.65,-1.64,"1,369.09","1,372.63","1,356.22",0,"222,672",0,"3,008,845,237,594",0,"668,556,301,920,815"
2007-01-22,"1,363.41",2.85,0.21,"1,363.84","1,364.67","1,348.46",0,"190,990",0,"2,476,833,163,117",0,"670,112,629,890,360"
2007-01-23,"1,363.09",-0.32,-0.02,"1,353.06","1,367.03","1,352.50",0,"184,015",0,"2,417,229,667,559",0,"670,109,016,134,015"
2007-01-24,"1,383.06",19.97,1.47,"1,369.96","1,383.75","1,369.02",0,"197,926",0,"2,704,447,288,000",0,"679,913,197,525,520"
2007-01-25,"1,382.36",-0.7,-0.05,"1,392.55","1,392.55","1,379.66",0,"157,049",0,"2,187,781,796,240",0,"679,698,845,824,470"
2007-01-26,"1,371.33",-11.03,-0.8,"1,372.36","1,378.48","1,366.10",0,"160,883",0,"2,467,215,455,801",0,"674,188,866,995,530"
2007-01-29,"1,363.10",-8.23,-0.6,"1,376.48","1,378.28","1,361.23",0,"136,329",0,"2,253,638,539,421",0,"670,015,414,272,540"
2007-01-30,"1,370.72",7.62,0.56,"1,365.00","1,371.59","1,360.42",0,"161,253",0,"2,269,271,398,218",0,"673,564,064,539,275"
2007-01-31,"1,360.23",-10.49,-0.77,"1,374.76","1,374.76","1,357.87",0,"192,327",0,"2,278,383,751,892",0,"668,640,361,807,180"
2007-02-01,"1,382.90",22.67,1.67,"1,367.07","1,382.90","1,362.04",0,"168,201",0,"2,860,275,990,715",0,"679,625,076,354,685"
2007-02-02,"1,413.14",30.24,2.19,"1,386.78","1,413.34","1,386.06",0,"219,152",0,"4,169,084,266,038",0,"694,714,776,783,320"
2007-02-05,"1,417.95",4.81,0.34,"1,413.77","1,420.42","1,409.71",0,"181,595",0,"3,108,424,378,680",0,"696,717,737,733,075"
2007-02-06,"1,428.58",10.63,0.75,"1,416.65","1,428.91","1,414.58",0,"188,882",0,"2,954,600,630,371",0,"701,659,781,272,425"
2007-02-07,"1,426.29",-2.29,-0.16,"1,430.85","1,431.25","1,419.48",0,"193,225",0,"2,958,774,054,383",0,"700,475,045,509,725"
2007-02-08,"1,423.58",-2.71,-0.19,"1,424.99","1,431.01","1,416.05",0,"189,043",0,"2,855,871,162,732",0,"699,033,834,515,025"
2007-02-09,"1,427.68",4.1,0.29,"1,424.49","1,432.29","1,422.97",0,"227,567",0,"2,741,316,496,597",0,"701,071,756,051,215"
2007-02-12,"1,414.29",-13.39,-0.94,"1,416.84","1,416.84","1,403.75",0,"209,291",0,"2,819,813,100,155",0,"694,373,960,542,545"
2007-02-13,"1,418.44",4.15,0.29,"1,412.72","1,424.66","1,410.81",0,"219,251",0,"2,919,644,980,465",0,"696,199,130,071,075"
2007-02-14,"1,436.10",17.66,1.25,"1,430.02","1,440.51","1,430.01",0,"214,653",0,"3,580,135,000,374",0,"704,870,583,939,695"
2007-02-15,"1,443.63",7.53,0.52,"1,450.55","1,450.84","1,441.79",0,"216,083",0,"3,503,460,982,111",0,"708,698,736,588,290"
2007-02-16,"1,448.81",5.18,0.36,"1,444.46","1,448.96","1,439.03",0,"207,157",0,"3,634,847,578,713",0,"711,717,548,920,485"
2007-02-20,"1,452.96",4.15,0.29,"1,450.96","1,453.25","1,443.97",0,"220,471",0,"2,529,606,496,325",0,"714,119,794,282,690"
2007-02-21,"1,451.38",-1.58,-0.11,"1,455.18","1,457.37","1,444.84",0,"258,240",0,"3,206,897,019,595",0,"713,416,464,210,490"
2007-02-22,"1,465.41",14.03,0.97,"1,452.71","1,471.04","1,452.62",0,"310,281",0,"3,683,842,777,709",0,"720,008,691,455,915"
2007-02-23,"1,469.88",4.47,0.31,"1,470.44","1,471.04","1,459.81",0,"310,567",0,"5,268,529,137,544",0,"721,914,551,718,540"
2007-02-26,"1,470.03",0.15,0.01,"1,466.92","1,470.95","1,462.19",0,"261,757",0,"3,341,189,358,512",0,"721,758,562,684,095"
2007-02-27,"1,454.60",-15.43,-1.05,"1,468.28","1,468.28","1,453.85",0,"261,583",0,"3,138,989,517,872",0,"714,194,293,567,835"
2007-02-28,"1,417.34",-37.26,-2.56,"1,396.44","1,417.34","1,393.96",0,"324,109",0,"4,443,881,228,513",0,"696,039,726,469,315"
2007-03-02,"1,414.47",-2.87,-0.2,"1,407.19","1,423.58","1,406.63",0,"243,110",0,"3,511,214,471,975",0,"694,912,497,812,895"
2007-03-05,"1,376.15",-38.32,-2.71,"1,400.80","1,404.23","1,375.84",0,"232,595",0,"3,278,013,583,312",0,"676,185,601,108,445"
2007-03-06,"1,402.93",26.78,1.95,"1,382.70","1,403.75","1,382.70",0,"239,219",0,"3,009,734,597,285",0,"689,373,788,433,675"
2007-03-07,"1,410.95",8.02,0.57,"1,415.35","1,415.50","1,397.83",0,"254,195",0,"3,203,548,882,889",0,"693,143,968,573,295"
2007-03-08,"1,423.89",12.94,0.92,"1,409.02","1,433.15","1,408.34",0,"285,797",0,"3,363,209,618,305",0,"699,407,615,304,670"
2007-03-09,"1,423.58",-0.31,-0.02,"1,433.27","1,434.70","1,415.71",0,"227,388",0,"3,111,534,779,306",0,"699,295,957,396,010"
2007-03-12,"1,441.33",17.75,1.25,"1,429.68","1,441.83","1,429.68",0,"245,054",0,"2,968,500,148,630",0,"708,246,479,347,385"
2007-03-13,"1,436.05",-5.28,-0.37,"1,441.60","1,442.04","1,433.67",0,"256,425",0,"2,924,575,216,390",0,"705,517,280,534,365"
2007-03-14,"1,407.37",-28.68,-2,"1,409.66","1,416.80","1,405.13",0,"259,289",0,"3,030,643,703,079",0,"691,470,338,486,685"
2007-03-15,"1,426.93",19.56,1.39,"1,418.77","1,429.38","1,414.98",0,"254,364",0,"2,743,097,503,171",0,"700,877,506,566,925"
2007-03-16,"1,427.88",0.95,0.07,"1,428.63","1,431.75","1,416.30",0,"304,139",0,"2,543,200,444,420",0,"701,347,255,560,380"
2007-03-19,"1,443.39",15.51,1.09,"1,425.22","1,444.76","1,420.89",0,"280,843",0,"2,846,251,480,150",0,"708,728,657,580,245"
2007-03-20,"1,444.17",0.78,0.05,"1,449.43","1,449.79","1,440.42",0,"364,485",0,"3,390,627,696,207",0,"709,234,373,483,435"
2007-03-21,"1,442.85",-1.32,-0.09,"1,446.07","1,452.05","1,435.36",0,"342,964",0,"3,000,184,938,537",0,"708,437,627,461,235"
2007-03-22,"1,448.53",5.68,0.39,"1,452.13","1,456.18","1,447.79",0,"301,021",0,"3,635,006,604,262",0,"711,570,841,522,885"
2007-03-23,"1,447.38",-1.15,-0.08,"1,449.99","1,454.34","1,443.04",0,"278,884",0,"2,950,808,575,090",0,"710,935,642,909,695"
2007-03-26,"1,449.77",2.39,0.17,"1,451.12","1,455.51","1,444.25",0,"312,613",0,"3,118,567,414,370",0,"712,138,505,760,230"
2007-03-27,"1,453.23",3.46,0.24,"1,450.02","1,456.39","1,442.49",0,"259,867",0,"3,118,253,837,316",0,"713,729,148,626,900"
2007-03-28,"1,439.74",-13.49,-0.93,"1,451.47","1,456.78","1,433.12",0,"297,973",0,"3,575,503,087,180",0,"707,279,680,299,745"
2007-03-29,"1,450.95",11.21,0.78,"1,434.58","1,453.11","1,432.80",0,"283,081",0,"3,496,141,686,387",0,"712,772,672,380,850"
2007-03-30,"1,452.55",1.6,0.11,"1,457.58","1,459.69","1,447.85",0,"288,433",0,"3,313,319,218,527",0,"713,293,315,991,630"
2007-04-02,"1,459.53",6.98,0.48,"1,456.19","1,464.93","1,456.06",0,"303,522",0,"3,546,507,324,120",0,"716,950,422,165,570"
2007-04-03,"1,463.75",4.22,0.29,"1,463.41","1,464.48","1,452.56",0,"340,652",0,"3,757,241,046,928",0,"719,128,014,790,945"
2007-04-04,"1,483.41",19.66,1.34,"1,474.65","1,484.86","1,471.05",0,"353,989",0,"4,640,824,203,850",0,"729,011,043,033,240"
2007-04-05,"1,482.04",-1.37,-0.09,"1,485.53","1,485.77","1,478.45",0,"328,413",0,"3,255,580,747,135",0,"728,556,457,414,055"
2007-04-06,"1,484.15",2.11,0.14,"1,487.73","1,488.58","1,477.69",0,"313,663",0,"3,389,507,171,390",0,"729,325,974,547,465"
2007-04-09,"1,501.06",16.91,1.14,"1,489.79","1,501.06","1,489.13",0,"388,208",0,"4,186,551,050,391",0,"737,708,800,492,635"
2007-04-10,"1,499.16",-1.9,-0.13,"1,500.79","1,502.34","1,492.35",0,"359,301",0,"4,059,585,296,825",0,"736,872,218,013,665"
2007-04-11,"1,513.42",14.26,0.95,"1,508.68","1,519.31","1,507.57",0,"386,765",0,"5,266,418,416,343",0,"744,151,748,372,430"
2007-04-12,"1,525.61",12.19,0.81,"1,510.27","1,525.61","1,507.56",0,"360,182",0,"4,615,175,528,066",0,"749,803,339,266,975"
2007-04-13,"1,520.78",-4.83,-0.32,"1,523.82","1,526.09","1,512.36",0,"426,238",0,"4,532,484,802,549",0,"747,363,935,295,025"
2007-04-16,"1,532.04",11.26,0.74,"1,523.89","1,533.09","1,519.30",0,"462,199",0,"4,198,011,593,917",0,"752,957,414,154,390"
2007-04-17,"1,528.66",-3.38,-0.22,"1,538.89","1,538.89","1,524.33",0,"422,556",0,"4,524,206,505,654",0,"751,297,907,911,355"
2007-04-18,"1,534.58",5.92,0.39,"1,532.57","1,538.29","1,530.02",0,"352,532",0,"4,264,478,618,866",0,"754,073,254,239,580"
2007-04-19,"1,513.66",-20.92,-1.36,"1,536.89","1,537.43","1,506.14",0,"363,739",0,"4,478,336,155,225",0,"743,682,552,354,245"
2007-04-20,"1,533.08",19.42,1.28,"1,518.58","1,533.09","1,518.58",0,"397,531",0,"4,404,627,614,836",0,"753,050,263,830,060"
2007-04-23,"1,544.35",11.27,0.74,"1,545.45","1,554.50","1,538.33",0,"386,980",0,"4,914,075,875,182",0,"758,438,944,819,180"
2007-04-24,"1,556.71",12.36,0.8,"1,545.61","1,557.65","1,538.11",0,"393,475",0,"5,455,456,875,122",0,"764,289,739,404,210"
2007-04-25,"1,545.55",-11.16,-0.72,"1,558.20","1,558.72","1,536.12",0,"445,538",0,"6,627,838,713,955",0,"758,742,949,259,510"
2007-04-26,"1,553.13",7.58,0.49,"1,560.22","1,565.03","1,553.13",0,"391,552",0,"5,263,926,342,646",0,"762,724,512,370,085"
2007-04-27,"1,542.52",-10.61,-0.68,"1,547.20","1,553.23","1,537.37",0,"356,442",0,"4,571,708,791,650",0,"757,414,198,438,605"
2007-04-30,"1,542.24",-0.28,-0.02,"1,538.69","1,542.25","1,530.67",0,"315,971",0,"3,965,713,193,618",0,"757,287,335,269,145"
2007-05-02,"1,553.30",11.06,0.72,"1,550.39","1,555.62","1,546.60",0,"274,336",0,"3,733,029,175,554",0,"762,668,416,466,785"
2007-05-03,"1,559.86",6.56,0.42,"1,563.42","1,564.01","1,555.28",0,"249,678",0,"3,753,858,331,128",0,"766,002,455,896,750"
2007-05-04,"1,567.74",7.88,0.51,"1,563.16","1,567.74","1,556.62",0,"254,508",0,"3,935,182,759,488",0,"769,854,283,646,020"
2007-05-07,"1,584.46",16.72,1.07,"1,574.86","1,585.70","1,574.86",0,"434,480",0,"5,046,214,983,238",0,"778,164,481,658,170"
2007-05-08,"1,582.65",-1.81,-0.11,"1,585.52","1,589.07","1,577.18",0,"384,029",0,"5,264,052,129,615",0,"777,296,752,303,575"
2007-05-09,"1,593.42",10.77,0.68,"1,582.91","1,593.42","1,578.58",0,"358,531",0,"4,351,880,379,249",0,"782,537,488,566,700"
2007-05-10,"1,599.68",6.26,0.39,"1,602.56","1,616.06","1,599.68",0,"408,579",0,"5,542,590,227,050",0,"785,464,010,663,680"
2007-05-11,"1,603.56",3.88,0.24,"1,588.09","1,604.63","1,582.76",0,"373,584",0,"4,791,159,284,011",0,"787,338,164,260,060"
2007-05-14,"1,605.77",2.21,0.14,"1,612.73","1,622.16","1,599.87",0,"477,817",0,"5,108,484,225,386",0,"788,460,881,290,660"
2007-05-15,"1,589.37",-16.4,-1.02,"1,600.91","1,611.93","1,589.24",0,"480,251",0,"4,655,422,238,973",0,"780,588,919,771,070"
2007-05-16,"1,600.60",11.23,0.71,"1,591.07","1,600.72","1,586.00",0,"417,084",0,"4,448,253,660,715",0,"786,362,935,496,690"
2007-05-17,"1,615.58",14.98,0.94,"1,614.00","1,616.00","1,608.21",0,"450,569",0,"4,737,708,552,379",0,"793,737,050,718,890"
2007-05-18,"1,612.25",-3.33,-0.21,"1,613.12","1,617.77","1,600.24",0,"454,777",0,"4,477,906,051,240",0,"792,089,358,944,465"
2007-05-21,"1,628.20",15.95,0.99,"1,602.64","1,628.68","1,602.64",0,"512,786",0,"5,238,884,686,578",0,"799,849,009,351,235"
2007-05-22,"1,642.88",14.68,0.9,"1,634.09","1,643.11","1,627.01",0,"529,316",0,"6,465,889,074,252",0,"807,518,838,574,405"
2007-05-23,"1,646.59",3.71,0.23,"1,647.44","1,651.61","1,638.36",0,"447,334",0,"5,201,198,515,930",0,"809,266,496,031,100"
2007-05-25,"1,644.56",-2.03,-0.12,"1,629.18","1,645.08","1,627.59",0,"375,034",0,"4,585,695,350,712",0,"808,153,524,618,025"
2007-05-28,"1,657.91",13.35,0.81,"1,650.53","1,658.43","1,646.15",0,"379,269",0,"4,554,530,526,210",0,"814,512,143,210,565"
2007-05-29,"1,661.80",3.89,0.23,"1,663.32","1,666.85","1,653.24",0,"495,105",0,"5,677,843,000,207",0,"816,191,937,405,535"
2007-05-30,"1,662.72",0.92,0.06,"1,661.83","1,662.72","1,638.03",0,"488,636",0,"6,690,894,191,867",0,"816,292,084,964,250"
2007-05-31,"1,700.91",38.19,2.3,"1,683.35","1,702.01","1,677.78",0,"497,059",0,"8,014,584,406,945",0,"835,119,358,766,830"
2007-06-01,"1,716.24",15.33,0.9,"1,712.97","1,745.39","1,707.75",0,"615,434",0,"9,309,098,045,126",0,"842,898,549,439,965"
2007-06-04,"1,737.59",21.35,1.24,"1,734.27","1,744.02","1,713.50",0,"465,230",0,"7,880,713,200,756",0,"853,448,755,462,760"
2007-06-05,"1,742.19",4.6,0.26,"1,735.87","1,745.99","1,721.02",0,"488,031",0,"6,974,805,030,350",0,"855,668,139,805,775"
2007-06-07,"1,753.04",10.85,0.62,"1,722.47","1,753.24","1,717.30",0,"496,218",0,"7,266,534,328,618",0,"861,058,033,346,880"
2007-06-08,"1,727.28",-25.76,-1.47,"1,735.96","1,739.14","1,717.18",0,"503,238",0,"7,885,837,765,217",0,"848,720,278,010,645"
2007-06-11,"1,716.56",-10.72,-0.62,"1,740.46","1,742.86","1,709.96",0,"475,878",0,"6,993,162,782,787",0,"843,532,928,973,225"
2007-06-12,"1,729.88",13.32,0.78,"1,714.54","1,730.63","1,712.13",0,"431,747",0,"6,356,730,462,562",0,"850,001,577,130,940"
2007-06-13,"1,721.99",-7.89,-0.46,"1,721.37","1,732.57","1,714.76",0,"715,327",0,"7,280,100,185,010",0,"846,341,212,825,080"
2007-06-14,"1,769.18",47.19,2.74,"1,742.12","1,769.18","1,740.70",0,"580,496",0,"8,619,540,496,954",0,"869,643,601,862,225"
2007-06-15,"1,772.26",3.08,0.17,"1,772.03","1,776.80","1,762.22",0,"539,961",0,"7,955,635,132,718",0,"871,116,229,122,060"
2007-06-18,"1,806.88",34.62,1.95,"1,786.29","1,807.51","1,784.44",0,"613,245",0,"8,458,977,258,332",0,"888,201,859,312,260"
2007-06-19,"1,807.85",0.97,0.05,"1,813.53","1,813.84","1,797.18",0,"650,869",0,"8,672,443,413,395",0,"888,550,311,704,220"
2007-06-20,"1,783.79",-24.06,-1.33,"1,812.82","1,813.05","1,778.26",0,"685,990",0,"9,598,454,635,138",0,"876,754,308,562,700"
2007-06-21,"1,794.24",10.45,0.59,"1,775.48","1,802.91","1,770.17",0,"579,502",0,"8,649,138,859,031",0,"881,833,670,000,210"
2007-06-22,"1,770.98",-23.26,-1.3,"1,801.20","1,802.43","1,759.95",0,"531,618",0,"7,940,805,440,100",0,"870,672,229,987,895"
2007-06-25,"1,757.73",-13.25,-0.75,"1,754.20","1,785.87","1,747.86",0,"394,469",0,"5,799,919,747,088",0,"864,306,130,982,095"
