,DATE,SEOUL,DAEJEON,BUSAN,KOREA
1064,2016-11-28,129,108,151,129.3333333
1065,2016-11-29,80,81,104,88.33333333
1066,2016-11-30,94,105,119,106
1067,2016-12-01,91,95,121,102.3333333
1068,2016-12-02,66,77,82,75
1069,2016-12-03,94,116,104,104.6666667
1070,2016-12-04,145,149,126,140
1071,2016-12-05,148,154,154,152
1072,2016-12-06,50,57,97,68
1073,2016-12-07,90,89,115,98
1074,2016-12-08,108,119,151,126
1075,2016-12-09,85,102,138,108.3333333
1076,2016-12-10,81,73,84,79.33333333
1077,2016-12-11,81,84,90,85
1078,2016-12-12,95,114,128,112.3333333
1079,2016-12-13,129,131,136,132
1080,2016-12-14,107,99,143,116.3333333
1081,2016-12-15,74,70,117,87
1082,2016-12-16,70,68,81,73
1083,2016-12-17,113,76,102,97
1084,2016-12-18,122,84,126,110.6666667
1085,2016-12-19,84,79,148,103.6666667
1086,2016-12-20,107,115,128,116.6666667
1087,2016-12-21,95,100,109,101.3333333
1088,2016-12-22,58,51,71,60
1089,2016-12-23,119,67,79,88.33333333
1090,2016-12-24,149,118,119,128.6666667
1091,2016-12-25,133,152,128,137.6666667
1092,2016-12-26,110,119,122,117
1093,2016-12-27,94,75,95,88
1094,2016-12-28,92,84,94,90
1095,2016-12-29,70,80,91,80.33333333
1096,2016-12-30,88,75,76,79.66666667
1097,2016-12-31,131,94,103,109.3333333
1098,2017-01-01,156,102,130,129.3333333
1099,2017-01-02,170,124,144,146
1100,2017-01-03,142,152,134,142.6666667
1101,2017-01-04,113,134,162,136.3333333
1102,2017-01-05,75,101,118,98
1103,2017-01-06,48,43,79,56.66666667
1104,2017-01-07,118,97,90,101.6666667
1105,2017-01-08,80,67,78,75
1106,2017-01-09,132,110,124,122
1107,2017-01-10,67,77,112,85.33333333
1108,2017-01-11,52,60,81,64.33333333
1109,2017-01-12,67,94,114,91.66666667
1110,2017-01-13,57,72,111,80
1111,2017-01-14,56,55,74,61.66666667
1112,2017-01-15,59,62,71,64
1113,2017-01-16,91,87,89,89
1114,2017-01-17,137,121,127,128.3333333
1115,2017-01-18,167,150,154,157
1116,2017-01-19,167,166,175,169.3333333
1117,2017-01-20,131,112,147,130
1118,2017-01-21,115,76,107,99.33333333
1119,2017-01-22,99,78,90,89
1120,2017-01-23,121,94,92,102.3333333
1121,2017-01-24,96,96,88,93.33333333
1122,2017-01-25,118,100,106,108
1123,2017-01-26,147,117,115,126.3333333
1124,2017-01-27,75,84,99,86
1125,2017-01-28,58,70,75,67.66666667
1126,2017-01-29,70,82,101,84.33333333
1127,2017-01-30,109,77,112,99.33333333
1128,2017-01-31,72,84,110,88.66666667
1129,2017-02-01,81,76,102,86.33333333
1130,2017-02-02,67,65,82,71.33333333
1131,2017-02-03,137,107,103,115.6666667
1132,2017-02-04,169,164,133,155.3333333
1133,2017-02-05,141,148,88,125.6666667
1134,2017-02-06,104,97,108,103
1135,2017-02-07,89,93,124,102
1136,2017-02-08,107,101,131,113
1137,2017-02-09,76,61,86,74.33333333
1138,2017-02-10,73,58,83,71.33333333
1139,2017-02-11,70,62,83,71.66666667
1140,2017-02-12,72,60,75,69
1141,2017-02-13,100,84,119,101
1142,2017-02-14,113,119,135,122.3333333
1143,2017-02-15,132,130,144,135.3333333
1144,2017-02-16,142,121,124,129
1145,2017-02-17,73,72,113,86
1146,2017-02-18,72,59,67,66
1147,2017-02-19,97,77,98,90.66666667
1148,2017-02-20,86,73,104,87.66666667
1149,2017-02-21,103,91,112,102
1150,2017-02-22,99,76,108,94.33333333
1151,2017-02-23,85,66,95,82
1152,2017-02-24,72,60,83,71.66666667
1153,2017-02-25,108,75,124,102.3333333
1154,2017-02-26,109,110,114,111
1155,2017-02-27,89,95,85,89.66666667
1156,2017-02-28,93,96,100,96.33333333
1157,2017-03-01,134,103,124,120.3333333
1158,2017-03-02,87,79,99,88.33333333
1159,2017-03-03,83,69,91,81
1160,2017-03-04,115,110,101,108.6666667
1161,2017-03-05,147,120,101,122.6666667
1162,2017-03-06,94,90,102,95.33333333
1163,2017-03-07,81,63,83,75.66666667
1164,2017-03-08,80,66,88,78
1165,2017-03-09,81,85,100,88.66666667
1166,2017-03-10,95,87,121,101
1167,2017-03-11,122,112,119,117.6666667
1168,2017-03-12,166,147,123,145.3333333
1169,2017-03-13,136,138,132,135.3333333
1170,2017-03-14,106,102,101,103
1171,2017-03-15,86,94,89,89.66666667
1172,2017-03-16,138,98,97,111
1173,2017-03-17,155,113,140,136
1174,2017-03-18,150,125,151,142
1175,2017-03-19,157,130,152,146.3333333
1176,2017-03-20,167,118,156,147
1177,2017-03-21,161,108,115,128
1178,2017-03-22,107,101,144,117.3333333
1179,2017-03-23,139,123,146,136
1180,2017-03-24,117,118,96,110.3333333
1181,2017-03-25,139,97,84,106.6666667
1182,2017-03-26,138,91,87,105.3333333
1183,2017-03-27,152,130,141,141
1184,2017-03-28,161,134,133,142.6666667
1185,2017-03-29,129,80,135,114.6666667
1186,2017-03-30,134,133,145,137.3333333
1187,2017-03-31,115,115,114,114.6666667
1188,2017-04-01,62,97,90,83
1189,2017-04-02,103,97,97,99
1190,2017-04-03,153,128,113,131.3333333
1191,2017-04-04,144,119,144,135.6666667
1192,2017-04-05,98,98,113,103
1193,2017-04-06,66,69,85,73.33333333
1194,2017-04-07,90,98,119,102.3333333
1195,2017-04-08,127,137,129,131
1196,2017-04-09,98,121,126,115
1197,2017-04-10,64,60,83,69
1198,2017-04-11,87,76,74,79
1199,2017-04-12,52,91,99,80.66666667
1200,2017-04-13,87,96,115,99.33333333
1201,2017-04-14,82,87,107,92
1202,2017-04-15,110,91,92,97.66666667
1203,2017-04-16,108,78,115,100.3333333
1204,2017-04-17,96,78,83,85.66666667
1205,2017-04-18,83,96,96,91.66666667
1206,2017-04-19,64,100,89,84.33333333
1207,2017-04-20,84,87,108,93
1208,2017-04-21,81,81,92,84.66666667
1209,2017-04-22,94,102,89,95
1210,2017-04-23,90,84,92,88.66666667
1211,2017-04-24,75,84,111,90
1212,2017-04-25,105,81,88,91.33333333
1213,2017-04-26,73,78,96,82.33333333
1214,2017-04-27,59,66,95,73.33333333
1215,2017-04-28,87,82,92,87
1216,2017-04-29,95,112,130,112.3333333
1217,2017-04-30,151,138,132,140.3333333
1218,2017-05-01,137,130,104,123.6666667
1219,2017-05-02,146,96,67,103
1220,2017-05-03,110,101,87,99.33333333
1221,2017-05-04,111,105,98,104.6666667
1222,2017-05-05,91,107,98,98.66666667
1223,2017-05-06,84,111,113,102.6666667
1224,2017-05-07,69,107,119,98.33333333
1225,2017-05-08,117,154,121,130.6666667
1226,2017-05-09,107,104,99,103.3333333
1227,2017-05-10,77,63,105,81.66666667
1228,2017-05-11,103,110,127,113.3333333
1229,2017-05-12,136,98,128,120.6666667
1230,2017-05-13,94,84,120,99.33333333
1231,2017-05-14,62,84,95,80.33333333
1232,2017-05-15,51,67,75,64.33333333
1233,2017-05-16,65,71,87,74.33333333
1234,2017-05-17,71,67,122,86.66666667
1235,2017-05-18,93,89,145,109
1236,2017-05-19,94,97,126,105.6666667
1237,2017-05-20,82,70,102,84.66666667
1238,2017-05-21,72,80,108,86.66666667
1239,2017-05-22,95,76,131,100.6666667
1240,2017-05-23,83,82,136,100.3333333
1241,2017-05-24,67,80,117,88
1242,2017-05-25,60,82,138,93.33333333
1243,2017-05-26,32,49,77,52.66666667
1244,2017-05-27,63,61,77,67
1245,2017-05-28,80,76,92,82.66666667
1246,2017-05-29,121,87,108,105.3333333
1247,2017-05-30,85,124,158,122.3333333
1248,2017-05-31,77,97,132,102
1249,2017-06-01,76,86,142,101.3333333
1250,2017-06-02,43,63,95,67
1251,2017-06-03,45,57,77,59.66666667
1252,2017-06-04,49,61,96,68.66666667
1253,2017-06-05,54,61,71,62
1254,2017-06-06,46,56,67,56.33333333
1255,2017-06-07,38,53,86,59
1256,2017-06-08,95,85,79,86.33333333
1257,2017-06-09,121,102,127,116.6666667
1258,2017-06-10,87,125,122,111.3333333
1259,2017-06-11,40,73,70,61
1260,2017-06-12,50,56,61,55.66666667
1261,2017-06-13,70,64,64,66
1262,2017-06-14,82,81,119,94
1263,2017-06-15,95,87,120,100.6666667
1264,2017-06-16,125,109,91,108.3333333
1265,2017-06-17,110,87,65,87.33333333
1266,2017-06-18,94,87,89,90
1267,2017-06-19,112,100,131,114.3333333
1268,2017-06-20,96,111,137,114.6666667
1269,2017-06-21,102,108,83,97.66666667
1270,2017-06-22,84,80,146,103.3333333
1271,2017-06-23,94,84,123,100.3333333
1272,2017-06-24,88,94,110,97.33333333
1273,2017-06-25,90,103,129,107.3333333
1274,2017-06-26,74,79,110,87.66666667
1275,2017-06-27,75,79,90,81.33333333
1276,2017-06-28,114,82,116,104
1277,2017-06-29,118,113,156,129
1278,2017-06-30,129,135,104,122.6666667
1279,2017-07-01,108,77,86,90.33333333
1280,2017-07-02,74,62,74,70
1281,2017-07-03,63,56,67,62
1282,2017-07-04,91,57,66,71.33333333
1283,2017-07-05,99,100,94,97.66666667
1284,2017-07-06,117,90,114,107
1285,2017-07-07,61,52,76,63
1286,2017-07-08,86,48,92,75.33333333
1287,2017-07-09,75,56,84,71.66666667
1288,2017-07-10,NA,NA,NA,53.83333333
1289,2017-07-11,NA,NA,NA,53.83333333
1290,2017-07-12,NA,NA,NA,53.83333333
1291,2017-07-13,NA,NA,NA,53.83333333
1292,2017-07-14,NA,NA,NA,53.83333333
1293,2017-07-15,NA,NA,NA,53.83333333
1294,2017-07-16,NA,NA,NA,53.83333333
1295,2017-07-17,NA,NA,NA,53.83333333
1296,2017-07-18,NA,NA,NA,53.83333333
1297,2017-07-19,NA,NA,NA,53.83333333
1298,2017-07-20,NA,NA,NA,53.83333333
1299,2017-07-21,NA,NA,NA,53.83333333
1300,2017-07-22,NA,NA,NA,53.83333333
1301,2017-07-23,NA,NA,NA,53.83333333
1302,2017-07-24,NA,NA,NA,53.83333333
1303,2017-07-25,NA,NA,NA,53.83333333
1304,2017-07-26,NA,NA,NA,53.83333333
1305,2017-07-27,NA,NA,NA,53.83333333
1306,2017-07-28,NA,NA,NA,53.83333333
1307,2017-07-29,36,NA,NA,36
1308,2017-07-30,57,54,66,59
1309,2017-07-31,52,55,81,62.66666667
1310,2017-08-01,55,23,81,53
1311,2017-08-02,82,41,49,57.33333333
1312,2017-08-03,NA,NA,NA,61.41666667
1313,2017-08-04,NA,NA,NA,61.41666667
1314,2017-08-05,NA,NA,NA,61.41666667
1315,2017-08-06,109,22,NA,65.5
1316,2017-08-07,85,35,46,55.33333333
1317,2017-08-08,99,47,70,72
1318,2017-08-09,86,30,67,61
1319,2017-08-10,24,NA,40,32
1320,2017-08-11,NA,NA,NA,46.33333333
1321,2017-08-12,NA,NA,NA,46.33333333
1322,2017-08-13,NA,NA,NA,46.33333333
1323,2017-08-14,NA,NA,NA,46.33333333
1324,2017-08-15,NA,NA,NA,46.33333333
1325,2017-08-16,NA,NA,NA,46.33333333
1326,2017-08-17,NA,NA,NA,46.33333333
1327,2017-08-18,NA,NA,NA,46.33333333
1328,2017-08-19,NA,NA,NA,46.33333333
1329,2017-08-20,NA,NA,NA,46.33333333
1330,2017-08-21,NA,NA,NA,46.33333333
1331,2017-08-22,NA,NA,NA,46.33333333
1332,2017-08-23,NA,NA,NA,46.33333333
1333,2017-08-24,NA,NA,NA,46.33333333
1334,2017-08-25,NA,NA,NA,46.33333333
1335,2017-08-26,NA,NA,NA,46.33333333
1336,2017-08-27,56,60,66,60.66666667
1337,2017-08-28,70,62,85,72.33333333
1338,2017-08-29,33,47,80,53.33333333
1339,2017-08-30,30,47,77,51.33333333
1340,2017-08-31,NA,NA,NA,78.5
1341,2017-09-01,NA,NA,NA,78.5
1342,2017-09-02,NA,NA,NA,78.5
1343,2017-09-03,NA,NA,NA,78.5
1344,2017-09-04,NA,NA,NA,78.5
1345,2017-09-05,NA,NA,NA,78.5
1346,2017-09-06,NA,NA,NA,78.5
1347,2017-09-07,NA,NA,NA,78.5
1348,2017-09-08,NA,NA,NA,78.5
1349,2017-09-09,NA,NA,NA,78.5
1350,2017-09-10,NA,NA,NA,78.5
1351,2017-09-11,NA,NA,NA,78.5
1352,2017-09-12,NA,NA,NA,78.5
1353,2017-09-13,NA,NA,NA,78.5
1354,2017-09-14,NA,NA,NA,78.5
1355,2017-09-15,NA,NA,NA,78.5
1356,2017-09-16,NA,NA,NA,78.5
1357,2017-09-17,NA,NA,NA,78.5
1358,2017-09-18,NA,NA,NA,78.5
1359,2017-09-19,NA,NA,NA,78.5
1360,2017-09-20,NA,NA,NA,78.5
1361,2017-09-21,NA,NA,NA,78.5
1362,2017-09-22,NA,NA,NA,78.5
1363,2017-09-23,104,92,121,105.6666667
1364,2017-09-24,123,113,127,121
1365,2017-09-25,93,NA,NA,93
1366,2017-09-26,92,91,104,95.66666667
1367,2017-09-27,87,70,81,79.33333333
1368,2017-09-28,35,63,70,56
1369,2017-09-29,38,59,72,56.33333333
1370,2017-09-30,68,68,83,73
1371,2017-10-01,80,70,99,83
1372,2017-10-02,42,50,70,54
1373,2017-10-03,53,71,65,63
1374,2017-10-04,38,57,63,52.66666667
1375,2017-10-05,34,47,60,47
1376,2017-10-06,27,40,61,42.66666667
1377,2017-10-07,25,50,66,47
1378,2017-10-08,53,51,61,55
1379,2017-10-09,73,63,76,70.66666667
1380,2017-10-10,78,68,123,89.66666667
1381,2017-10-11,30,57,116,67.66666667
1382,2017-10-12,51,62,68,60.33333333
1383,2017-10-13,67,82,75,74.66666667
1384,2017-10-14,50,73,77,66.66666667
1385,2017-10-15,51,64,67,60.66666667
1386,2017-10-16,66,60,63,63
1387,2017-10-17,80,86,73,79.66666667
1388,2017-10-18,65,62,68,65
1389,2017-10-19,46,55,63,54.66666667
1390,2017-10-20,70,60,59,63
1391,2017-10-21,81,76,63,73.33333333
1392,2017-10-22,54,59,70,61
1393,2017-10-23,40,61,74,58.33333333
1394,2017-10-24,66,78,85,76.33333333
1395,2017-10-25,87,96,101,94.66666667
1396,2017-10-26,98,130,92,106.6666667
1397,2017-10-27,113,133,90,112
1398,2017-10-28,93,81,76,83.33333333
1399,2017-10-29,81,81,92,84.66666667
1400,2017-10-30,55,69,77,67
1401,2017-10-31,62,75,82,73
1402,2017-11-01,78,84,98,86.66666667
1403,2017-11-02,92,103,125,106.6666667
1404,2017-11-03,92,109,144,115
1405,2017-11-04,120,108,96,108
1406,2017-11-05,96,116,113,108.3333333
1407,2017-11-06,80,112,122,104.6666667
1408,2017-11-07,88,114,118,106.6666667
1409,2017-11-08,97,119,120,112
1410,2017-11-09,85,87,96,89.33333333
1411,2017-11-10,80,107,112,99.66666667
1412,2017-11-11,53,77,76,68.66666667
1413,2017-11-12,72,81,84,79
1414,2017-11-13,87,111,96,98
1415,2017-11-14,66,84,108,86
1416,2017-11-15,48,64,79,63.66666667
1417,2017-11-16,53,69,89,70.33333333
1418,2017-11-17,84,102,112,99.33333333
1419,2017-11-18,72,83,103,86
1420,2017-11-19,47,62,66,58.33333333
1421,2017-11-20,74,77,78,76.33333333
1422,2017-11-21,98,103,121,107.3333333
1423,2017-11-22,112,121,143,125.3333333
1424,2017-11-23,35,66,74,58.33333333
1425,2017-11-24,49,62,85,65.33333333
1426,2017-11-25,65,83,86,78
1427,2017-11-26,86,90,118,98
1428,2017-11-27,99,125,127,117
1429,2017-11-28,141,147,132,140
1430,2017-11-29,83,112,141,112
1431,2017-11-30,34,58,92,61.33333333
1432,2017-12-01,51,66,63,60
1433,2017-12-02,83,85,93,87
1434,2017-12-03,107,103,106,105.3333333
1435,2017-12-04,83,98,118,99.66666667
1436,2017-12-05,48,59,70,59
1437,2017-12-06,74,87,98,86.33333333
1438,2017-12-07,97,94,141,110.6666667
1439,2017-12-08,78,70,86,78
1440,2017-12-09,85,72,86,81
1441,2017-12-10,79,94,116,96.33333333
1442,2017-12-11,38,60,73,57
1443,2017-12-12,66,66,66,66
1444,2017-12-13,70,74,67,70.33333333
1445,2017-12-14,104,118,105,109
1446,2017-12-15,148,136,113,132.3333333
1447,2017-12-16,84,94,111,96.33333333
1448,2017-12-17,52,71,70,64.33333333
1449,2017-12-18,106,88,102,98.66666667
1450,2017-12-19,69,80,118,89
1451,2017-12-20,82,84,81,82.33333333
1452,2017-12-21,119,94,119,110.6666667
1453,2017-12-22,142,113,114,123
1454,2017-12-23,169,151,152,157.3333333
1455,2017-12-24,138,122,123,127.6666667
1456,2017-12-25,65,71,91,75.66666667
1457,2017-12-26,53,72,82,69
1458,2017-12-27,58,64,64,62
1459,2017-12-28,90,91,118,99.66666667
1460,2017-12-29,160,145,161,155.3333333
1461,2017-12-30,181,162,164,169
1462,2017-12-31,110,105,121,112
1463,2018-01-01,82,88,84,84.66666667
1464,2018-01-02,72,121,126,106.3333333
1465,2018-01-03,74,75,90,79.66666667
1466,2018-01-04,85,84,93,87.33333333
1467,2018-01-05,114,117,110,113.6666667
1468,2018-01-06,106,95,85,95.33333333
1469,2018-01-07,129,129,107,121.6666667
1470,2018-01-08,131,133,129,131
1471,2018-01-09,79,77,99,85
1472,2018-01-10,56,66,86,69.33333333
1473,2018-01-11,84,69,74,75.66666667
1474,2018-01-12,60,70,71,67
1475,2018-01-13,120,109,112,113.6666667
1476,2018-01-14,145,144,146,145
1477,2018-01-15,127,129,131,129
1478,2018-01-16,171,146,130,149
1479,2018-01-17,177,111,86,124.6666667
1480,2018-01-18,143,161,139,147.6666667
1481,2018-01-19,89,133,150,124
1482,2018-01-20,132,131,138,133.6666667
1483,2018-01-21,102,160,150,137.3333333
1484,2018-01-22,88,139,136,121
1485,2018-01-23,46,72,103,73.66666667
1486,2018-01-24,38,63,72,57.66666667
1487,2018-01-25,49,65,62,58.66666667
1488,2018-01-26,68,69,65,67.33333333
1489,2018-01-27,86,114,91,97
1490,2018-01-28,70,93,90,84.33333333
1491,2018-01-29,60,89,98,82.33333333
1492,2018-01-30,73,82,83,79.33333333
1493,2018-01-31,71,82,114,89
1494,2018-02-01,79,94,110,94.33333333
1495,2018-02-02,104,108,111,107.6666667
1496,2018-02-03,68,75,96,79.66666667
1497,2018-02-04,72,71,72,71.66666667
1498,2018-02-05,61,72,75,69.33333333
1499,2018-02-06,69,81,79,76.33333333
1500,2018-02-07,88,88,98,91.33333333
1501,2018-02-08,115,133,104,117.3333333
1502,2018-02-09,147,162,144,151
1503,2018-02-10,119,111,149,126.3333333
1504,2018-02-11,62,67,84,71
1505,2018-02-12,64,81,85,76.66666667
1506,2018-02-13,72,77,85,78
1507,2018-02-14,106,101,95,100.6666667
1508,2018-02-15,65,89,126,93.33333333
1509,2018-02-16,82,89,115,95.33333333
1510,2018-02-17,49,76,76,67
1511,2018-02-18,69,73,70,70.66666667
1512,2018-02-19,124,126,146,132
1513,2018-02-20,123,140,157,140
1514,2018-02-21,75,80,98,84.33333333
1515,2018-02-22,94,101,112,102.3333333
1516,2018-02-23,149,128,156,144.3333333
1517,2018-02-24,142,146,153,147
1518,2018-02-25,103,100,129,110.6666667
1519,2018-02-26,128,111,135,124.6666667
1520,2018-02-27,164,120,127,137
1521,2018-02-28,117,101,106,108
1522,2018-03-01,101,94,78,91
1523,2018-03-02,99,101,97,99
1524,2018-03-03,95,103,115,104.3333333
1525,2018-03-04,76,87,99,87.33333333
1526,2018-03-05,22,53,65,46.66666667
1527,2018-03-06,68,70,74,70.66666667
1528,2018-03-07,67,73,72,70.66666667
1529,2018-03-08,82,91,56,76.33333333
1530,2018-03-09,115,145,85,115
1531,2018-03-10,108,112,103,107.6666667
1532,2018-03-11,120,114,129,121
1533,2018-03-12,149,148,150,149
1534,2018-03-13,122,113,111,115.3333333
1535,2018-03-14,55,86,90,77
1536,2018-03-15,64,75,82,73.66666667
1537,2018-03-16,28,65,74,55.66666667
1538,2018-03-17,70,71,72,71
1539,2018-03-18,138,139,94,123.6666667
1540,2018-03-19,81,72,74,75.66666667
1541,2018-03-20,33,58,68,53
1542,2018-03-21,28,59,54,47
1543,2018-03-22,96,77,65,79.33333333
1544,2018-03-23,152,125,105,127.3333333
1545,2018-03-24,184,144,149,159
1546,2018-03-25,195,156,157,169.3333333
1547,2018-03-26,174,139,148,153.6666667
1548,2018-03-27,167,126,135,142.6666667
1549,2018-03-28,130,103,134,122.3333333
1550,2018-03-29,151,107,135,131
1551,2018-03-30,131,103,80,104.6666667
1552,2018-03-31,111,128,93,110.6666667
1553,2018-04-01,128,115,114,119
1554,2018-04-02,103,98,103,101.3333333
1555,2018-04-03,84,95,87,88.66666667
1556,2018-04-04,28,63,81,57.33333333
1557,2018-04-05,18,50,70,46
1558,2018-04-06,87,96,91,91.33333333
1559,2018-04-07,87,89,94,90
1560,2018-04-08,61,70,85,72
1561,2018-04-09,103,113,120,112
1562,2018-04-10,79,94,111,94.66666667
1563,2018-04-11,94,85,89,89.33333333
1564,2018-04-12,64,70,76,70
1565,2018-04-13,59,72,70,67
1566,2018-04-14,51,69,75,65
1567,2018-04-15,88,105,110,101
1568,2018-04-16,89,96,96,93.66666667
1569,2018-04-17,111,127,96,111.3333333
1570,2018-04-18,122,124,123,123
1571,2018-04-19,140,97,113,116.6666667
1572,2018-04-20,160,143,137,146.6666667
1573,2018-04-21,120,111,133,121.3333333
1574,2018-04-22,82,85,105,90.66666667
1575,2018-04-23,32,66,73,57
1576,2018-04-24,22,44,53,39.66666667
1577,2018-04-25,97,73,83,84.33333333
1578,2018-04-26,115,109,127,117
1579,2018-04-27,135,115,118,122.6666667
1580,2018-04-28,123,118,107,116
1581,2018-04-29,119,87,152,119.3333333
1582,2018-04-30,168,141,136,148.3333333
1583,2018-05-01,157,129,146,144
1584,2018-05-02,126,87,114,109
1585,2018-05-03,54,75,68,65.66666667
1586,2018-05-04,78,73,80,77
1587,2018-05-05,85,73,76,78
1588,2018-05-06,42,64,79,61.66666667
1589,2018-05-07,81,60,77,72.66666667
1590,2018-05-08,33,64,64,53.66666667
1591,2018-05-09,37,70,60,55.66666667
1592,2018-05-10,102,82,101,95
1593,2018-05-11,143,105,113,120.3333333
1594,2018-05-12,81,80,96,85.66666667
1595,2018-05-13,69,59,73,67
1596,2018-05-14,160,109,131,133.3333333
1597,2018-05-15,158,131,142,143.6666667
1598,2018-05-16,92,71,109,90.66666667
1599,2018-05-17,43,64,73,60
1600,2018-05-18,25,63,75,54.33333333
1601,2018-05-19,21,53,58,44
1602,2018-05-20,21,44,56,40.33333333
1603,2018-05-21,44,60,70,58
1604,2018-05-22,98,76,83,85.66666667
1605,2018-05-23,54,97,69,73.33333333
1606,2018-05-24,103,118,94,105
1607,2018-05-25,132,120,116,122.6666667
1608,2018-05-26,145,123,111,126.3333333
1609,2018-05-27,113,125,133,123.6666667
1610,2018-05-28,102,120,126,116
1611,2018-05-29,107,99,137,114.3333333
1612,2018-05-30,100,103,126,109.6666667
1613,2018-05-31,99,98,102,99.66666667
1614,2018-06-01,91,98,115,101.3333333
1615,2018-06-02,95,79,115,96.33333333
1616,2018-06-03,85,78,139,100.6666667
1617,2018-06-04,103,93,122,106
1618,2018-06-05,115,106,103,108
1619,2018-06-06,125,116,139,126.6666667
1620,2018-06-07,122,126,161,136.3333333
1621,2018-06-08,95,128,151,124.6666667
1622,2018-06-09,97,110,99,102
1623,2018-06-10,22,48,66,45.33333333
1624,2018-06-11,23,47,61,43.66666667
1625,2018-06-12,38,75,72,61.66666667
1626,2018-06-13,82,81,77,80
1627,2018-06-14,90,76,60,75.33333333
1628,2018-06-15,32,60,64,52
1629,2018-06-16,51,55,62,56
1630,2018-06-17,127,88,72,95.66666667
1631,2018-06-18,118,117,85,106.6666667
1632,2018-06-19,108,107,113,109.3333333
1633,2018-06-20,116,92,107,105
1634,2018-06-21,101,86,99,95.33333333
1635,2018-06-22,103,85,121,103
1636,2018-06-23,93,75,130,99.33333333
1637,2018-06-24,139,121,128,129.3333333
1638,2018-06-25,127,107,145,126.3333333
1639,2018-06-26,129,115,98,114
1640,2018-06-27,79,47,73,66.33333333
1641,2018-06-28,69,53,73,65
1642,2018-06-29,101,68,83,84
1643,2018-06-30,129,70,67,88.66666667
1644,2018-07-01,33,36,64,44.33333333
1645,2018-07-02,26,43,74,47.66666667
1646,2018-07-03,32,47,42,40.33333333
1647,2018-07-04,54,58,68,60
1648,2018-07-05,62,65,93,73.33333333
1649,2018-07-06,13,38,44,31.66666667
1650,2018-07-07,17,36,42,31.66666667
1651,2018-07-08,26,47,56,43
1652,2018-07-09,20,42,64,42
1653,2018-07-10,46,60,100,68.66666667
1654,2018-07-11,76,73,102,83.66666667
1655,2018-07-12,65,64,79,69.33333333
1656,2018-07-13,58,54,103,71.66666667
1657,2018-07-14,56,50,117,74.33333333
1658,2018-07-15,64,56,122,80.66666667
1659,2018-07-16,73,81,122,92
1660,2018-07-17,86,98,132,105.3333333
1661,2018-07-18,97,113,126,112
1662,2018-07-19,86,100,161,115.6666667
1663,2018-07-20,92,110,156,119.3333333
1664,2018-07-21,99,142,101,114
1665,2018-07-22,82,112,70,88
1666,2018-07-23,82,76,72,76.66666667
1667,2018-07-24,104,86,77,89
1668,2018-07-25,84,77,91,84
1669,2018-07-26,98,86,132,105.3333333
1670,2018-07-27,113,101,135,116.3333333
1671,2018-07-28,94,108,92,98
1672,2018-07-29,51,69,70,63.33333333
1673,2018-07-30,22,54,73,49.66666667
1674,2018-07-31,44,58,69,57
1675,2018-08-01,79,62,73,71.33333333
1676,2018-08-02,100,61,70,77
1677,2018-08-03,118,83,82,94.33333333
1678,2018-08-04,75,77,82,78
1679,2018-08-05,72,72,89,77.66666667
1680,2018-08-06,82,87,106,91.66666667
1681,2018-08-07,48,75,67,63.33333333
1682,2018-08-08,70,80,66,72
1683,2018-08-09,73,76,71,73.33333333
1684,2018-08-10,38,68,67,57.66666667
1685,2018-08-11,22,36,60,39.33333333
1686,2018-08-12,41,56,70,55.66666667
1687,2018-08-13,86,74,81,80.33333333
1688,2018-08-14,73,81,72,75.33333333
1689,2018-08-15,72,61,63,65.33333333
1690,2018-08-16,34,34,70,46
1691,2018-08-17,22,41,54,39
1692,2018-08-18,30,48,56,44.66666667
1693,2018-08-19,57,63,64,61.33333333
1694,2018-08-20,89,80,93,87.33333333
1695,2018-08-21,56,77,99,77.33333333
1696,2018-08-22,65,67,59,63.66666667
1697,2018-08-23,26,35,58,39.66666667
1698,2018-08-24,18,47,70,45
1699,2018-08-25,57,71,81,69.66666667
1700,2018-08-26,47,43,75,55
1701,2018-08-27,23,29,70,40.66666667
1702,2018-08-28,23,42,70,45
1703,2018-08-29,29,53,73,51.66666667
1704,2018-08-30,70,42,62,58
1705,2018-08-31,67,42,62,57
1706,2018-09-01,45,55,56,52
1707,2018-09-02,28,49,54,43.66666667
1708,2018-09-03,36,59,67,54
1709,2018-09-04,36,44,63,47.66666667
1710,2018-09-05,47,51,71,56.33333333
1711,2018-09-06,83,56,80,73
1712,2018-09-07,58,60,86,68
1713,2018-09-08,47,54,75,58.66666667
1714,2018-09-09,49,64,59,57.33333333
1715,2018-09-10,21,47,54,40.66666667
1716,2018-09-11,23,40,53,38.66666667
1717,2018-09-12,32,48,60,46.66666667
1718,2018-09-13,43,48,63,51.33333333
1719,2018-09-14,45,43,55,47.66666667
1720,2018-09-15,28,36,55,39.66666667
1721,2018-09-16,101,75,84,86.66666667
1722,2018-09-17,72,87,101,86.66666667
1723,2018-09-18,76,80,120,92
1724,2018-09-19,85,94,119,99.33333333
1725,2018-09-20,44,56,70,56.66666667
1726,2018-09-21,19,32,56,35.66666667
1727,2018-09-22,54,65,65,61.33333333
1728,2018-09-23,53,68,88,69.66666667
1729,2018-09-24,24,59,64,49
1730,2018-09-25,29,48,57,44.66666667
1731,2018-09-26,19,37,48,34.66666667
