,DATE,BEIJING,TIANJIN,SHANGHAI,QINGDAO,SHENYANG,DALIAN,CHINA
1422,2017-11-21,35,38,58,82,48,70,55.16666667
1423,2017-11-22,27,38,67,58,40,32,43.66666667
1424,2017-11-23,34,37,76,61,44,32,47.33333333
1425,2017-11-24,66,67,68,87,50,51,64.83333333
1426,2017-11-25,26,36,69,83,44,43,50.16666667
1427,2017-11-26,68,69,56,48,53,42,56
1428,2017-11-27,66,74,61,83,69,80,72.16666667
1429,2017-11-28,32,34,74,66,48,56,51.66666667
1430,2017-11-29,40,37,39,51,34,48,41.5
1431,2017-11-30,81,70,61,49,66,39,61
1432,2017-12-01,130,118,49,70,115,93,95.83333333
1433,2017-12-02,56,88,51,122,50,92,76.5
1434,2017-12-03,23,20,72,54,43,32,40.66666667
1435,2017-12-04,38,64,46,42,57,36,47.16666667
1436,2017-12-05,49,72,64,97,88,64,72.33333333
1437,2017-12-06,26,26,84,79,63,48,54.33333333
1438,2017-12-07,43,45,50,35,72,45,48.33333333
1439,2017-12-08,50,96,61,79,66,58,68.33333333
1440,2017-12-09,41,42,82,79,64,58,61
1441,2017-12-10,20,21,72,47,53,47,43.33333333
1442,2017-12-11,26,28,39,40,49,39,36.83333333
1443,2017-12-12,47,54,34,68,84,45,55.33333333
1444,2017-12-13,67,57,36,66,104,59,64.83333333
1445,2017-12-14,45,30,26,93,74,63,55.16666667
1446,2017-12-15,46,45,59,67,45,44,51
1447,2017-12-16,50,60,57,46,71,48,55.33333333
1448,2017-12-17,45,53,57,109,54,55,62.16666667
1449,2017-12-18,54,40,59,48,57,35,48.83333333
1450,2017-12-19,38,53,61,102,82,55,65.16666667
1451,2017-12-20,63,73,78,73,68,51,67.66666667
1452,2017-12-21,60,74,71,115,90,87,82.83333333
1453,2017-12-22,51,80,57,102,115,51,76
1454,2017-12-23,47,55,100,99,49,53,67.16666667
1455,2017-12-24,42,40,75,61,50,36,50.66666667
1456,2017-12-25,38,44,54,93,39,37,50.83333333
1457,2017-12-26,67,62,54,46,51,36,52.66666667
1458,2017-12-27,86,110,27,52,87,61,70.5
1459,2017-12-28,119,126,39,115,107,114,103.3333333
1460,2017-12-29,84,121,57,113,114,79,94.66666667
1461,2017-12-30,52,129,119,117,100,74,98.5
1462,2017-12-31,50,67,54,112,53,73,68.16666667
1463,2018-01-01,43,46,37,80,41,44,48.5
1464,2018-01-02,26,20,31,53,45,38,35.5
1465,2018-01-03,23,31,10,49,68,40,36.83333333
1466,2018-01-04,50,82,24,61,96,40,58.83333333
1467,2018-01-05,23,64,55,4,58,42,41
1468,2018-01-06,54,92,21,1,91,38,49.5
1469,2018-01-07,50,50,73,1,52,62,48
1470,2018-01-08,30,47,45,1,42,36,33.5
1471,2018-01-09,25,20,54,1,48,58,34.33333333
1472,2018-01-10,22,21,58,1,47,53,33.66666667
1473,2018-01-11,57,69,42,1,67,65,50.16666667
1474,2018-01-12,79,83,59,1,80,75,62.83333333
1475,2018-01-13,88,98,40,1,68,85,63.33333333
1476,2018-01-14,45,56,41,1,42,70,42.5
1477,2018-01-15,111,67,56,1,72,99,67.66666667
1478,2018-01-16,71,83,80,1,98,83,69.33333333
1479,2018-01-17,70,69,68,1,91,95,65.66666667
1480,2018-01-18,95,104,92,1,71,231,99
1481,2018-01-19,59,71,76,1,34,118,59.83333333
1482,2018-01-20,59,49,45,1,45,40,39.83333333
1483,2018-01-21,44,47,39,1,35,73,39.83333333
1484,2018-01-22,27,32,68,1,38,36,33.66666667
1485,2018-01-23,27,43,25,1,33,41,28.33333333
1486,2018-01-24,20,48,13,1,40,37,26.5
1487,2018-01-25,35,46,19,15,56,34,34.16666667
1488,2018-01-26,74,57,20,45,99,64,59.83333333
1489,2018-01-27,50,45,21,65,49,57,47.83333333
1490,2018-01-28,47,59,72,78,48,75,63.16666667
1491,2018-01-29,31,60,122,59,70,53,65.83333333
1492,2018-01-30,60,56,110,78,40,54,66.33333333
1493,2018-01-31,67,72,86,54,84,49,68.66666667
1494,2018-02-01,30,36,77,74,42,62,53.5
1495,2018-02-02,20,22,31,46,41,34,32.33333333
1496,2018-02-03,33,25,39,47,66,30,40
1497,2018-02-04,23,25,53,57,72,35,44.16666667
1498,2018-02-05,46,39,39,35,56,33,41.33333333
1499,2018-02-06,44,55,35,68,60,46,51.33333333
1500,2018-02-07,59,53,70,58,81,51,62
1501,2018-02-08,86,102,57,86,77,78,81
1502,2018-02-09,39,37,75,68,59,56,55.66666667
1503,2018-02-10,72,53,88,70,48,53,64
1504,2018-02-11,49,57,91,78,58,56,64.83333333
1505,2018-02-12,72,75,47,70,57,63,64
1506,2018-02-13,38,50,59,78,60,57,57
1507,2018-02-14,48,81,49,42,56,56,55.33333333
1508,2018-02-15,104,107,23,67,76,53,71.66666667
1509,2018-02-16,70,70,43,46,48,45,53.66666667
1510,2018-02-17,86,83,25,22,61,52,54.83333333
1511,2018-02-18,105,92,20,28,69,69,63.83333333
1512,2018-02-19,42,73,45,65,48,70,57.16666667
1513,2018-02-20,49,77,41,40,70,73,58.33333333
1514,2018-02-21,40,79,47,88,76,114,74
1515,2018-02-22,50,90,49,79,69,122,76.5
1516,2018-02-23,62,30,40,57,48,35,45.33333333
1517,2018-02-24,59,41,38,49,88,37,52
1518,2018-02-25,95,106,42,61,107,55,77.66666667
1519,2018-02-26,127,97,43,72,79,118,89.33333333
1520,2018-02-27,89,94,33,50,104,66,72.66666667
1521,2018-02-28,42,41,64,69,58,38,52
1522,2018-03-01,78,79,33,53,61,40,57.33333333
1523,2018-03-02,138,97,31,59,45,61,71.83333333
1524,2018-03-03,150,102,31,39,41,63,71
1525,2018-03-04,93,59,34,48,34,53,53.5
1526,2018-03-05,55,45,38,56,31,54,46.5
1527,2018-03-06,56,53,26,34,61,43,45.5
1528,2018-03-07,48,50,45,56,42,37,46.33333333
1529,2018-03-08,81,64,44,36,63,46,55.66666667
1530,2018-03-09,92,86,55,99,59,77,78
1531,2018-03-10,70,63,57,89,64,50,65.5
1532,2018-03-11,115,95,36,49,76,80,75.16666667
1533,2018-03-12,NA,191,36,88,84,56,91
1534,2018-03-13,206,94,31,68,105,54,93
1535,2018-03-14,32,78,43,78,35,71,56.16666667
1536,2018-03-15,57,39,39,45,42,61,47.16666667
1537,2018-03-16,55,38,34,41,67,50,47.5
1538,2018-03-17,84,69,43,29,65,50,56.66666667
1539,2018-03-18,42,66,34,71,52,78,57.16666667
1540,2018-03-19,38,43,47,57,27,58,45
1541,2018-03-20,61,50,29,65,50,66,53.5
1542,2018-03-21,76,67,66,46,95,76,71
1543,2018-03-22,87,106,77,99,121,102,98.66666667
1544,2018-03-23,68,93,65,118,131,122,99.5
1545,2018-03-24,67,71,71,92,112,122,89.16666667
1546,2018-03-25,95,79,61,64,97,74,78.33333333
1547,2018-03-26,132,88,60,117,80,68,90.83333333
1548,2018-03-27,632,284,55,106,87,102,211
1549,2018-03-28,111,83,44,90,64,78,78.33333333
1550,2018-03-29,64,62,36,63,88,65,63
1551,2018-03-30,98,104,46,42,93,70,75.5
1552,2018-03-31,137,128,69,45,90,33,83.66666667
1553,2018-04-01,159,130,80,56,92,49,94.33333333
1554,2018-04-02,92,103,67,108,62,100,88.66666667
1555,2018-04-03,25,34,45,64,51,55,45.66666667
1556,2018-04-04,153,61,31,58,68,61,72
1557,2018-04-05,79,64,93,104,56,121,86.16666667
1558,2018-04-06,40,33,58,49,41,32,42.16666667
1559,2018-04-07,67,50,65,84,53,46,60.83333333
1560,2018-04-08,85,92,72,71,59,56,72.5
1561,2018-04-09,81,103,53,144,72,93,91
1562,2018-04-10,43,39,104,101,58,56,66.83333333
1563,2018-04-11,77,73,63,62,68,57,66.66666667
1564,2018-04-12,63,50,44,52,103,70,63.66666667
1565,2018-04-13,142,105,32,1,64,55,66.5
1566,2018-04-14,66,92,71,1,43,59,55.33333333
1567,2018-04-15,108,106,110,25,73,51,78.83333333
1568,2018-04-16,137,127,56,95,92,59,94.33333333
1569,2018-04-17,131,121,58,99,85,105,99.83333333
1570,2018-04-18,123,107,57,87,88,99,93.5
1571,2018-04-19,102,102,58,40,78,62,73.66666667
1572,2018-04-20,58,80,55,57,69,60,63.16666667
1573,2018-04-21,27,27,46,41,41,46,38
1574,2018-04-22,26,36,41,32,54,28,36.16666667
1575,2018-04-23,39,38,23,54,52,58,44
1576,2018-04-24,59,57,51,78,69,57,61.83333333
1577,2018-04-25,87,88,38,101,70,83,77.83333333
1578,2018-04-26,117,124,70,91,61,70,88.83333333
1579,2018-04-27,115,102,89,88,100,62,92.66666667
1580,2018-04-28,115,73,74,81,101,93,89.5
1581,2018-04-29,54,61,68,53,56,73,60.83333333
1582,2018-04-30,145,84,49,61,88,38,77.5
1583,2018-05-01,45,40,56,47,56,40,47.33333333
1584,2018-05-02,43,44,40,39,53,48,44.5
1585,2018-05-03,85,69,51,54,61,59,63.16666667
1586,2018-05-04,182,92,36,84,76,84,92.33333333
1587,2018-05-05,128,86,47,50,64,75,75
1588,2018-05-06,98,81,35,69,80,78,73.5
1589,2018-05-07,62,66,42,87,67,58,63.66666667
1590,2018-05-08,67,68,51,64,70,61,63.5
1591,2018-05-09,90,90,43,41,96,57,69.5
1592,2018-05-10,74,75,45,36,66,53,58.16666667
1593,2018-05-11,65,72,73,51,48,35,57.33333333
1594,2018-05-12,66,62,71,51,75,66,65.16666667
1595,2018-05-13,92,90,56,76,64,67,74.16666667
1596,2018-05-14,78,80,59,43,59,48,61.16666667
1597,2018-05-15,78,63,55,57,39,27,53.16666667
1598,2018-05-16,47,62,52,58,48,40,51.16666667
1599,2018-05-17,45,66,54,59,42,49,52.5
1600,2018-05-18,59,64,33,43,42,53,49
1601,2018-05-19,43,49,24,29,39,26,35
1602,2018-05-20,49,41,34,32,50,19,37.5
1603,2018-05-21,125,107,39,27,44,34,62.66666667
1604,2018-05-22,159,185,73,84,96,71,111.3333333
1605,2018-05-23,95,96,85,96,108,105,97.5
1606,2018-05-24,78,80,44,65,92,95,75.66666667
1607,2018-05-25,94,85,35,33,78,44,61.5
1608,2018-05-26,76,96,38,46,48,74,63
1609,2018-05-27,171,122,69,55,51,98,94.33333333
1610,2018-05-28,39,61,84,59,45,37,54.16666667
1611,2018-05-29,37,61,71,59,30,42,50
1612,2018-05-30,50,62,49,40,59,46,51
1613,2018-05-31,52,65,40,26,62,42,47.83333333
1614,2018-06-01,71,74,41,25,54,40,50.83333333
1615,2018-06-02,74,90,47,30,64,40,57.5
1616,2018-06-03,65,67,44,37,57,55,54.16666667
1617,2018-06-04,77,99,67,25,62,51,63.5
1618,2018-06-05,87,109,54,55,59,65,71.5
1619,2018-06-06,45,53,32,54,50,51,47.5
1620,2018-06-07,30,35,31,51,42,54,40.5
1621,2018-06-08,39,29,30,42,55,63,43
1622,2018-06-09,40,35,46,36,25,42,37.33333333
1623,2018-06-10,54,56,58,43,38,24,45.5
1624,2018-06-11,73,61,63,38,59,39,55.5
1625,2018-06-12,39,38,58,56,36,37,44
1626,2018-06-13,35,49,37,46,25,37,38.16666667
1627,2018-06-14,55,37,26,37,18,37,35
1628,2018-06-15,70,59,40,33,30,48,46.66666667
1629,2018-06-16,58,49,37,27,40,53,44
1630,2018-06-17,62,75,32,38,43,37,47.83333333
1631,2018-06-18,61,56,29,31,37,48,43.66666667
1632,2018-06-19,43,49,14,56,30,62,42.33333333
1633,2018-06-20,52,69,23,62,54,47,51.16666667
1634,2018-06-21,67,69,29,52,55,76,58
1635,2018-06-22,67,65,18,50,62,42,50.66666667
1636,2018-06-23,70,60,26,41,70,54,53.5
1637,2018-06-24,81,77,43,30,61,46,56.33333333
1638,2018-06-25,68,59,50,41,45,25,48
1639,2018-06-26,47,53,47,55,34,68,50.66666667
1640,2018-06-27,23,28,49,41,21,65,37.83333333
1641,2018-06-28,52,57,36,48,43,25,43.5
1642,2018-06-29,60,63,26,38,45,43,45.83333333
1643,2018-06-30,49,57,23,14,35,15,32.16666667
1644,2018-07-01,45,45,29,7,43,17,31
1645,2018-07-02,49,40,30,16,42,12,31.5
1646,2018-07-03,61,57,47,36,56,32,48.16666667
1647,2018-07-04,82,72,28,28,46,49,50.83333333
1648,2018-07-05,48,60,25,18,46,23,36.66666667
1649,2018-07-06,49,46,25,12,30,18,30
1650,2018-07-07,52,46,45,8,28,24,33.83333333
1651,2018-07-08,62,33,33,99,41,29,49.5
1652,2018-07-09,37,27,27,29,37,28,30.83333333
1653,2018-07-10,37,39,36,39,21,26,33
1654,2018-07-11,39,59,30,51,30,25,39
1655,2018-07-12,41,41,28,47,24,29,35
1656,2018-07-13,48,32,28,51,20,38,36.16666667
1657,2018-07-14,51,47,29,42,28,40,39.5
1658,2018-07-15,35,54,23,29,20,31,32
1659,2018-07-16,14,55,24,30,22,33,29.66666667
1660,2018-07-17,226,57,24,28,24,24,63.83333333
1661,2018-07-18,52,70,23,26,26,24,36.83333333
1662,2018-07-19,54,61,38,30,32,29,40.66666667
1663,2018-07-20,61,64,38,40,37,42,47
1664,2018-07-21,51,72,19,32,48,44,44.33333333
1665,2018-07-22,54,47,29,53,52,31,44.33333333
1666,2018-07-23,29,28,43,40,35,30,34.16666667
1667,2018-07-24,16,36,60,60,27,43,40.33333333
1668,2018-07-25,26,43,61,75,32,71,51.33333333
1669,2018-07-26,50,47,63,74,29,55,53
1670,2018-07-27,57,53,59,55,48,62,55.66666667
1671,2018-07-28,72,55,59,47,54,60,57.83333333
1672,2018-07-29,66,55,54,124,60,56,69.16666667
1673,2018-07-30,71,56,44,29,47,44,48.5
1674,2018-07-31,66,74,34,39,31,55,49.83333333
1675,2018-08-01,78,51,36,40,36,56,49.5
1676,2018-08-02,65,62,22,31,60,46,47.66666667
1677,2018-08-03,77,53,45,36,47,32,48.33333333
1678,2018-08-04,46,43,40,44,19,41,38.83333333
1679,2018-08-05,46,41,41,27,25,48,38
1680,2018-08-06,55,38,31,26,34,46,38.33333333
1681,2018-08-07,18,17,38,34,23,48,29.66666667
1682,2018-08-08,35,36,42,51,29,50,40.5
1683,2018-08-09,49,56,50,43,37,39,45.66666667
1684,2018-08-10,51,55,42,32,34,38,42
1685,2018-08-11,49,54,28,28,46,29,39
1686,2018-08-12,49,51,29,29,39,33,38.33333333
1687,2018-08-13,22,12,34,46,19,36,28.16666667
1688,2018-08-14,29,23,33,32,19,33,28.16666667
1689,2018-08-15,29,40,23,37,35,40,34
1690,2018-08-16,61,47,25,35,41,42,41.83333333
1691,2018-08-17,30,51,24,43,47,61,42.66666667
1692,2018-08-18,35,21,25,32,46,30,31.5
1693,2018-08-19,39,31,32,27,24,22,29.16666667
1694,2018-08-20,30,34,28,38,24,33,31.16666667
1695,2018-08-21,53,44,31,61,60,46,49.16666667
1696,2018-08-22,39,53,51,62,45,60,51.66666667
1697,2018-08-23,31,46,61,97,23,49,51.16666667
1698,2018-08-24,54,51,31,47,17,35,39.16666667
1699,2018-08-25,69,64,21,42,33,41,45
1700,2018-08-26,68,49,26,39,39,37,43
1701,2018-08-27,60,51,24,41,54,36,44.33333333
1702,2018-08-28,23,37,25,48,36,31,33.33333333
1703,2018-08-29,44,36,31,61,42,36,41.66666667
1704,2018-08-30,30,38,34,37,25,37,33.5
1705,2018-08-31,46,37,42,53,27,30,39.16666667
1706,2018-09-01,45,37,45,34,32,32,37.5
1707,2018-09-02,19,13,47,48,27,61,35.83333333
1708,2018-09-03,17,29,53,95,24,52,45
1709,2018-09-04,31,53,58,56,22,27,41.16666667
1710,2018-09-05,34,59,64,78,35,57,54.5
1711,2018-09-06,15,30,66,51,21,25,34.66666667
1712,2018-09-07,21,29,28,47,18,23,27.66666667
1713,2018-09-08,53,38,27,51,35,28,38.66666667
1714,2018-09-09,63,57,27,51,56,39,48.83333333
1715,2018-09-10,61,51,33,50,41,27,43.83333333
1716,2018-09-11,61,61,23,37,29,28,39.83333333
1717,2018-09-12,74,70,20,42,33,26,44.16666667
1718,2018-09-13,85,70,23,64,42,33,52.83333333
1719,2018-09-14,22,43,23,63,38,49,39.66666667
1720,2018-09-15,22,36,22,55,38,29,33.66666667
1721,2018-09-16,37,60,15,48,47,35,40.33333333
1722,2018-09-17,48,57,24,65,55,45,49
1723,2018-09-18,55,62,37,42,61,48,50.83333333
1724,2018-09-19,62,40,37,27,65,34,44.16666667
1725,2018-09-20,43,48,30,72,57,48,49.66666667
1726,2018-09-21,23,47,29,95,43,27,44
1727,2018-09-22,24,34,52,67,30,28,39.16666667
1728,2018-09-23,22,26,42,53,23,22,31.33333333
1729,2018-09-24,46,29,25,54,41,29,37.33333333
1730,2018-09-25,52,48,23,53,41,31,41.33333333
1731,2018-09-26,71,54,26,57,56,37,50.16666667
1732,2018-09-27,57,52,25,46,36,42,43
1733,2018-09-28,15,32,25,75,32,52,38.5
1734,2018-09-29,16,30,51,70,36,18,36.83333333
1735,2018-09-30,17,30,42,55,21,22,31.16666667
1736,2018-10-01,25,27,39,61,44,42,39.66666667
1737,2018-10-02,33,48,31,81,52,56,50.16666667
1738,2018-10-03,59,60,30,67,64,34,52.33333333
1739,2018-10-04,72,60,24,60,57,36,51.5
1740,2018-10-05,18,43,38,74,54,51,46.33333333
1741,2018-10-06,30,47,49,62,54,29,45.16666667
1742,2018-10-07,35,52,39,61,49,34,45
1743,2018-10-08,13,30,41,46,43,53,37.66666667
1744,2018-10-09,18,30,40,41,25,15,28.16666667
1745,2018-10-10,24,27,30,55,29,22,31.16666667
1746,2018-10-11,63,64,30,65,52,22,49.33333333
1747,2018-10-12,76,85,28,64,64,44,60.16666667
1748,2018-10-13,108,78,22,54,62,72,66
1749,2018-10-14,117,81,22,67,62,92,73.5
1750,2018-10-15,59,45,27,89,51,51,53.66666667
1751,2018-10-16,38,50,42,59,52,30,45.16666667
1752,2018-10-17,49,53,31,56,54,37,46.66666667
1753,2018-10-18,51,59,29,59,86,50,55.66666667
1754,2018-10-19,64,69,25,59,105,55,62.83333333
1755,2018-10-20,88,82,23,51,116,63,70.5
1756,2018-10-21,83,81,16,128,75,45,71.33333333
1757,2018-10-22,35,44,47,73,39,33,45.16666667
1758,2018-10-23,73,91,66,88,54,53,70.83333333
1759,2018-10-24,91,95,50,91,68,74,78.16666667
1760,2018-10-25,48,47,59,74,31,34,48.83333333
1761,2018-10-26,35,38,65,58,43,28,44.5
1762,2018-10-27,37,41,57,71,24,21,41.83333333
1763,2018-10-28,18,29,67,49,23,20,34.33333333
1764,2018-10-29,29,49,37,53,37,26,38.5
1765,2018-10-30,50,51,29,57,51,30,44.66666667
1766,2018-10-31,55,67,17,85,74,50,58
1767,2018-11-01,92,77,22,75,91,60,69.5
1768,2018-11-02,98,89,24,44,78,56,64.83333333
1769,2018-11-03,58,103,24,45,52,58,56.66666667
1770,2018-11-04,31,39,28,60,32,38,38
1771,2018-11-05,30,36,24,34,54,33,35.16666667
1772,2018-11-06,46,56,34,52,65,35,48
1773,2018-11-07,80,61,18,46,98,44,57.83333333
1774,2018-11-08,54,50,47,73,73,90,64.5
1775,2018-11-09,35,49,40,94,39,60,52.83333333
1776,2018-11-10,64,46,44,71,58,42,54.16666667
1777,2018-11-11,84,69,24,71,67,87,67
1778,2018-11-12,104,77,34,91,59,106,78.5
1779,2018-11-13,NA,NA,44,98,80,97,79.75
1780,2018-11-14,18,33,28,80,59,76,49
1781,2018-11-15,24,20,24,55,42,34,33.16666667
1782,2018-11-16,60,54,28,57,63,45,51.16666667
1783,2018-11-17,62,78,16,85,59,63,60.5
1784,2018-11-18,74,84,55,96,61,50,70
1785,2018-11-19,66,74,48,102,51,79,70
1786,2018-11-20,45,42,14,94,43,45,47.16666667
1787,2018-11-21,56,60,39,66,35,35,48.5
1788,2018-11-22,75,82,48,72,55,53,64.16666667
1789,2018-11-23,76,80,48,117,58,47,71
1790,2018-11-24,83,117,67,120,77,109,95.5
1791,2018-11-25,134,168,52,80,104,91,104.8333333
1792,2018-11-26,210,228,59,236,75,221,171.5
1793,2018-11-27,122,116,85,328,56,102,134.8333333
1794,2018-11-28,99,72,85,181,49,62,91.33333333
1795,2018-11-29,122,94,79,85,67,70,86.16666667
1796,2018-11-30,131,129,57,134,55,71,96.16666667
1797,2018-12-01,140,92,36,69,47,58,73.66666667
1798,2018-12-02,181,201,48,192,90,92,134
1799,2018-12-03,56,69,32,73,38,46,52.33333333
1800,2018-12-04,83,69,49,71,45,31,58
1801,2018-12-05,32,41,20,75,45,33,41
1802,2018-12-06,34,29,29,50,33,32,34.5
1803,2018-12-07,35,40,40,59,42,36,42
1804,2018-12-08,57,59,32,76,60,36,53.33333333
1805,2018-12-09,70,63,13,89,70,59,60.66666667
1806,2018-12-10,50,56,15,89,82,53,57.5
1807,2018-12-11,44,80,59,90,57,44,62.33333333
1808,2018-12-12,35,47,60,88,47,41,53
1809,2018-12-13,57,53,50,59,67,41,54.5
1810,2018-12-14,91,102,22,63,72,51,66.83333333
1811,2018-12-15,85,176,52,92,88,90,97.16666667
1812,2018-12-16,40,53,74,118,59,49,65.5
1813,2018-12-17,53,65,87,141,54,52,75.33333333
1814,2018-12-18,55,65,69,315,62,51,102.8333333
1815,2018-12-19,73,72,37,117,68,54,70.16666667
1816,2018-12-20,89,77,42,194,65,77,90.66666667
1817,2018-12-21,68,74,37,197,92,88,92.66666667
1818,2018-12-22,49,49,45,113,NA,45,60.2
1819,2018-12-23,77,67,46,72,61,38,60.16666667
1820,2018-12-24,66,67,31,120,59,69,68.66666667
1821,2018-12-25,25,50,14,81,38,37,40.83333333
1822,2018-12-26,49,49,32,59,44,34,44.5
1823,2018-12-27,41,45,38,66,57,43,48.33333333
1824,2018-12-28,27,44,39,62,43,32,41.16666667
1825,2018-12-29,27,42,33,64,58,33,42.83333333
1826,2018-12-30,NA,NA,NA,NA,NA,NA,50
1827,2018-12-31,46,61,34,98,69,35,57.16666667
1828,2019-01-01,54,71,61,127,70,59,73.66666667
1829,2019-01-02,100,90,52,166,80,63,91.83333333
1830,2019-01-03,42,40,25,185,58,107,76.16666667
1831,2019-01-04,28,31,35,104,42,44,47.33333333
1832,2019-01-05,73,57,35,82,76,48,61.83333333
1833,2019-01-06,51,55,33,145,83,70,72.83333333
1834,2019-01-07,27,29,50,102,44,54,51
1835,2019-01-08,61,49,28,69,63,41,51.83333333
1836,2019-01-09,83,96,21,83,74,81,73
1837,2019-01-10,91,141,21,145,141,105,107.3333333
1838,2019-01-11,192,150,41,154,176,129,140.3333333
1839,2019-01-12,210,179,65,243,137,192,171
1840,2019-01-13,123,170,65,250,113,82,133.8333333
1841,2019-01-14,62,46,78,109,72,66,72.16666667
1842,2019-01-15,61,75,53,56,68,56,61.5
1843,2019-01-16,61,97,87,87,64,93,81.5
1844,2019-01-17,77,101,77,113,87,86,90.16666667
1845,2019-01-18,29,62,73,116,82,97,76.5
1846,2019-01-19,24,35,74,65,48,37,47.16666667
1847,2019-01-20,48,73,57,72,65,55,61.66666667
1848,2019-01-21,57,85,78,108,85,81,82.33333333
1849,2019-01-22,45,53,81,116,41,77,68.83333333
1850,2019-01-23,63,61,78,64,63,52,63.5
1851,2019-01-24,36,42,40,70,48,57,48.83333333
1852,2019-01-25,34,39,34,64,63,36,45
1853,2019-01-26,86,84,36,73,99,57,72.5
1854,2019-01-27,49,42,54,86,69,61,60.16666667
1855,2019-01-28,102,90,63,63,80,39,72.83333333
1856,2019-01-29,68,85,53,107,71,81,77.5
1857,2019-01-30,25,36,27,53,67,44,42
1858,2019-01-31,73,89,60,91,74,67,75.66666667
1859,2019-02-01,101,95,61,78,94,94,87.16666667
1860,2019-02-02,112,110,59,107,89,76,92.16666667
1861,2019-02-03,80,118,94,129,54,73,91.33333333
1862,2019-02-04,157,148,64,112,76,121,113
1863,2019-02-05,80,57,58,125,66,96,80.33333333
1864,2019-02-06,32,31,41,55,43,48,41.66666667
1865,2019-02-07,42,36,23,39,44,36,36.66666667
1866,2019-02-08,23,26,19,53,48,32,33.5
1867,2019-02-09,33,43,25,31,64,26,37
1868,2019-02-10,49,84,30,76,72,70,63.5
1869,2019-02-11,48,55,28,88,38,54,51.83333333
1870,2019-02-12,32,50,34,79,47,43,47.5
1871,2019-02-13,51,27,39,55,68,35,45.83333333
1872,2019-02-14,22,28,19,63,60,43,39.16666667
1873,2019-02-15,20,17,51,51,38,29,34.33333333
1874,2019-02-16,22,21,40,61,60,39,40.5
1875,2019-02-17,43,73,23,48,67,46,50
1876,2019-02-18,84,70,32,99,83,68,72.66666667
1877,2019-02-19,29,95,44,157,75,106,84.33333333
1878,2019-02-20,51,143,52,126,71,77,86.66666667
1879,2019-02-21,76,197,47,124,114,124,113.6666667
1880,2019-02-22,103,69,84,121,106,74,92.83333333
1881,2019-02-23,29,117,81,120,68,76,81.83333333
1882,2019-02-24,57,53,67,106,50,60,65.5
1883,2019-02-25,68,49,50,49,75,55,57.66666667
1884,2019-02-26,75,65,41,52,122,76,71.83333333
1885,2019-02-27,80,114,39,102,96,90,86.83333333
1886,2019-02-28,87,95,76,146,110,149,110.5
1887,2019-03-01,111,95,51,135,133,149,112.3333333
1888,2019-03-02,102,97,67,111,153,128,109.6666667
1889,2019-03-03,81,103,77,108,147,163,113.1666667
1890,2019-03-04,71,65,69,86,150,171,102
1891,2019-03-05,17,43,66,126,62,96,68.33333333
1892,2019-03-06,30,53,67,68,73,46,56.16666667
1893,2019-03-07,75,63,40,65,84,66,65.5
1894,2019-03-08,85,69,33,28,85,51,58.5
1895,2019-03-09,81,68,51,52,73,67,65.33333333
1896,2019-03-10,38,39,77,69,74,82,63.16666667
1897,2019-03-11,26,26,90,74,68,46,55
1898,2019-03-12,25,34,61,65,53,41,46.5
1899,2019-03-13,31,50,35,79,58,48,50.16666667
1900,2019-03-14,48,35,55,62,44,52,49.33333333
1901,2019-03-15,54,58,63,60,48,49,55.33333333
1902,2019-03-16,70,64,72,75,45,48,62.33333333
1903,2019-03-17,98,85,39,45,74,51,65.33333333
1904,2019-03-18,112,70,43,78,79,81,77.16666667
1905,2019-03-19,76,68,48,37,74,53,59.33333333
1906,2019-03-20,31,32,53,45,47,32,40
1907,2019-03-21,29,31,35,42,30,34,33.5
1908,2019-03-22,30,32,42,49,24,29,34.33333333
1909,2019-03-23,67,59,50,60,85,51,62
1910,2019-03-24,51,66,56,97,77,114,76.83333333
1911,2019-03-25,86,88,61,97,47,106,80.83333333
1912,2019-03-26,90,84,53,99,55,80,76.83333333
1913,2019-03-27,56,37,60,61,35,46,49.16666667
1914,2019-03-28,71,58,55,24,54,46,51.33333333
1915,2019-03-29,26,39,64,59,51,48,47.83333333
1916,2019-03-30,28,34,49,49,34,25,36.5
1917,2019-03-31,34,41,51,72,34,37,44.83333333
1918,2019-04-01,53,48,56,26,44,43,45
1919,2019-04-02,69,52,60,42,71,50,57.33333333
1920,2019-04-03,95,113,42,67,339,91,124.5
1921,2019-04-04,248,317,63,180,117,125,175
1922,2019-04-05,135,77,59,118,63,73,87.5
1923,2019-04-06,75,68,81,70,42,51,64.5
1924,2019-04-07,61,48,72,42,34,48,50.83333333
1925,2019-04-08,31,35,47,28,53,34,38
1926,2019-04-09,28,36,25,44,51,39,37.16666667
1927,2019-04-10,58,48,38,65,61,53,53.83333333
1928,2019-04-11,67,56,55,83,82,79,70.33333333
1929,2019-04-12,72,79,38,82,100,90,76.83333333
1930,2019-04-13,54,54,46,63,63,63,57.16666667
1931,2019-04-14,74,66,56,81,67,72,69.33333333
1932,2019-04-15,81,67,52,56,78,67,66.83333333
1933,2019-04-16,91,89,50,57,74,67,71.33333333
1934,2019-04-17,141,165,61,98,88,85,106.3333333
1935,2019-04-18,62,51,51,67,65,48,57.33333333
1936,2019-04-19,54,55,32,47,58,56,50.33333333
1937,2019-04-20,109,86,38,55,64,69,70.16666667
1938,2019-04-21,84,77,22,20,108,60,61.83333333
