,DATE,SEOUL,DAEJEON,BUSAN,KOREA
478,2015-04-22,63,60,75,66
479,2015-04-23,68,65,82,71.66666667
480,2015-04-24,61,61,82,68
481,2015-04-25,40,55,68,54.33333333
482,2015-04-26,57,60,85,67.33333333
483,2015-04-27,49,54,73,58.66666667
484,2015-04-28,50,30,53,44.33333333
485,2015-04-29,34,34,63,43.66666667
486,2015-04-30,48,51,52,50.33333333
487,2015-05-01,39,55,56,50
488,2015-05-02,28,37,43,36
489,2015-05-03,50,55,59,54.66666667
490,2015-05-04,42,40,63,48.33333333
491,2015-05-05,49,55,66,56.66666667
492,2015-05-06,47,63,63,57.66666667
493,2015-05-07,57,54,69,60
494,2015-05-08,45,57,73,58.33333333
495,2015-05-09,44,58,62,54.66666667
496,2015-05-10,48,45,58,50.33333333
497,2015-05-11,37,37,49,41
498,2015-05-12,61,64,77,67.33333333
499,2015-05-13,56,56,61,57.66666667
500,2015-05-14,86,100,67,84.33333333
501,2015-05-15,54,86,71,70.33333333
502,2015-05-16,57,50,66,57.66666667
503,2015-05-17,48,51,55,51.33333333
504,2015-05-18,51,55,59,55
505,2015-05-19,46,48,62,52
506,2015-05-20,46,41,56,47.66666667
507,2015-05-21,55,48,58,53.66666667
508,2015-05-22,49,49,58,52
509,2015-05-23,34,41,59,44.66666667
510,2015-05-24,46,42,68,52
511,2015-05-25,44,48,70,54
512,2015-05-26,43,48,72,54.33333333
513,2015-05-27,44,49,67,53.33333333
514,2015-05-28,49,56,59,54.66666667
515,2015-05-29,44,49,66,53
516,2015-05-30,44,53,59,52
517,2015-05-31,40,43,61,48
518,2015-06-01,39,44,60,47.66666667
519,2015-06-02,45,52,55,50.66666667
520,2015-06-03,43,40,55,46
521,2015-06-04,36,28,47,37
522,2015-06-05,35,31,39,35
523,2015-06-06,34,34,33,33.66666667
524,2015-06-07,39,41,53,44.33333333
525,2015-06-08,48,57,65,56.66666667
526,2015-06-09,52,58,71,60.33333333
527,2015-06-10,43,49,45,45.66666667
528,2015-06-11,47,62,69,59.33333333
529,2015-06-12,72,75,83,76.66666667
530,2015-06-13,34,57,54,48.33333333
531,2015-06-14,40,55,58,51
532,2015-06-15,51,72,79,67.33333333
533,2015-06-16,40,57,55,50.66666667
534,2015-06-17,31,34,50,38.33333333
535,2015-06-18,23,34,39,32
536,2015-06-19,40,54,50,48
537,2015-06-20,23,23,50,32
538,2015-06-21,34,45,56,45
539,2015-06-22,36,35,54,41.66666667
540,2015-06-23,45,57,62,54.66666667
541,2015-06-24,44,50,49,47.66666667
542,2015-06-25,13,17,40,23.33333333
543,2015-06-26,11,23,38,24
544,2015-06-27,25,31,40,32
545,2015-06-28,25,42,45,37.33333333
546,2015-06-29,33,49,45,42.33333333
547,2015-06-30,34,30,41,35
548,2015-07-01,48,41,53,47.33333333
549,2015-07-02,44,57,65,55.33333333
550,2015-07-03,34,26,46,35.33333333
551,2015-07-04,38,29,40,35.66666667
552,2015-07-05,33,37,44,38
553,2015-07-06,39,31,34,34.66666667
554,2015-07-07,11,13,27,17
555,2015-07-08,11,12,29,17.33333333
556,2015-07-09,19,19,33,23.66666667
557,2015-07-10,30,30,39,33
558,2015-07-11,11,11,32,18
559,2015-07-12,27,35,52,38
560,2015-07-13,66,82,77,75
561,2015-07-14,53,66,81,66.66666667
562,2015-07-15,12,19,53,28
563,2015-07-16,12,15,37,21.33333333
564,2015-07-17,30,29,40,33
565,2015-07-18,26,56,38,40
566,2015-07-19,23,28,35,28.66666667
567,2015-07-20,27,23,42,30.66666667
568,2015-07-21,34,29,49,37.33333333
569,2015-07-22,27,31,41,33
570,2015-07-23,15,24,44,27.66666667
571,2015-07-24,20,26,34,26.66666667
572,2015-07-25,19,23,37,26.33333333
573,2015-07-26,30,30,44,34.66666667
574,2015-07-27,40,34,53,42.33333333
575,2015-07-28,36,50,56,47.33333333
576,2015-07-29,68,60,62,63.33333333
577,2015-07-30,59,48,56,54.33333333
578,2015-07-31,51,41,62,51.33333333
579,2015-08-01,34,38,48,40
580,2015-08-02,34,34,43,37
581,2015-08-03,28,30,38,32
582,2015-08-04,35,38,63,45.33333333
583,2015-08-05,36,42,67,48.33333333
584,2015-08-06,42,54,59,51.66666667
585,2015-08-07,36,50,52,46
586,2015-08-08,22,31,60,37.66666667
587,2015-08-09,31,36,61,42.66666667
588,2015-08-10,59,49,58,55.33333333
589,2015-08-11,53,20,28,33.66666667
590,2015-08-12,43,32,33,36
591,2015-08-13,41,43,57,47
592,2015-08-14,59,55,64,59.33333333
593,2015-08-15,67,55,50,57.33333333
594,2015-08-16,28,34,33,31.66666667
595,2015-08-17,23,26,36,28.33333333
596,2015-08-18,39,28,39,35.33333333
597,2015-08-19,37,25,49,37
598,2015-08-20,31,27,33,30.33333333
599,2015-08-21,40,54,47,47
600,2015-08-22,39,60,56,51.66666667
601,2015-08-23,33,43,38,38
602,2015-08-24,8,13,28,16.33333333
603,2015-08-25,10,20,31,20.33333333
604,2015-08-26,22,25,44,30.33333333
605,2015-08-27,31,34,52,39
606,2015-08-28,35,37,64,45.33333333
607,2015-08-29,36,42,72,50
608,2015-08-30,37,44,53,44.66666667
609,2015-08-31,27,29,34,30
610,2015-09-01,27,29,37,31
611,2015-09-02,26,36,49,37
612,2015-09-03,33,39,51,41
613,2015-09-04,36,44,40,40
614,2015-09-05,15,24,30,23
615,2015-09-06,13,25,32,23.33333333
616,2015-09-07,13,22,39,24.66666667
617,2015-09-08,17,28,40,28.33333333
618,2015-09-09,30,36,44,36.66666667
619,2015-09-10,44,48,65,52.33333333
620,2015-09-11,22,33,50,35
621,2015-09-12,23,29,37,29.66666667
622,2015-09-13,35,35,43,37.66666667
623,2015-09-14,30,29,39,32.66666667
624,2015-09-15,17,26,33,25.33333333
625,2015-09-16,13,21,22,18.66666667
626,2015-09-17,19,28,33,26.66666667
627,2015-09-18,34,42,36,37.33333333
628,2015-09-19,52,46,42,46.66666667
629,2015-09-20,53,60,37,50
630,2015-09-21,46,48,33,42.33333333
631,2015-09-22,45,45,58,49.33333333
632,2015-09-23,42,32,49,41
633,2015-09-24,38,33,56,42.33333333
634,2015-09-25,53,48,60,53.66666667
635,2015-09-26,39,49,65,51
636,2015-09-27,33,41,71,48.33333333
637,2015-09-28,28,40,67,45
638,2015-09-29,19,26,49,31.33333333
639,2015-09-30,18,22,39,26.33333333
640,2015-10-01,32,36,39,35.66666667
641,2015-10-02,45,56,45,48.66666667
642,2015-10-03,30,42,52,41.33333333
643,2015-10-04,32,46,35,37.66666667
644,2015-10-05,35,54,41,43.33333333
645,2015-10-06,47,60,36,47.66666667
646,2015-10-07,59,63,49,57
647,2015-10-08,36,42,57,45
648,2015-10-09,26,44,44,38
649,2015-10-10,18,25,39,27.33333333
650,2015-10-11,19,28,45,30.66666667
651,2015-10-12,30,33,42,35
652,2015-10-13,53,56,46,51.66666667
653,2015-10-14,62,62,56,60
654,2015-10-15,73,72,50,65
655,2015-10-16,64,73,32,56.33333333
656,2015-10-17,71,65,49,61.66666667
657,2015-10-18,87,71,57,71.66666667
658,2015-10-19,89,92,78,86.33333333
659,2015-10-20,97,104,72,91
660,2015-10-21,78,91,57,75.33333333
661,2015-10-22,55,90,46,63.66666667
662,2015-10-23,38,76,68,60.66666667
663,2015-10-24,33,44,40,39
664,2015-10-25,37,37,32,35.33333333
665,2015-10-26,37,55,59,50.33333333
666,2015-10-27,34,46,70,50
667,2015-10-28,25,40,56,40.33333333
668,2015-10-29,32,42,47,40.33333333
669,2015-10-30,32,45,35,37.33333333
670,2015-10-31,45,53,46,48
671,2015-11-01,56,58,52,55.33333333
672,2015-11-02,71,70,59,66.66666667
673,2015-11-03,81,72,57,70
674,2015-11-04,76,74,61,70.33333333
675,2015-11-05,54,72,59,61.66666667
676,2015-11-06,12,20,37,23
677,2015-11-07,5,14,28,15.66666667
678,2015-11-08,12,31,27,23.33333333
679,2015-11-09,51,67,34,50.66666667
680,2015-11-10,45,70,29,48
681,2015-11-11,17,40,30,29
682,2015-11-12,15,20,27,20.66666667
683,2015-11-13,12,27,42,27
684,2015-11-14,21,34,49,34.66666667
685,2015-11-15,31,41,46,39.33333333
686,2015-11-16,19,36,45,33.33333333
687,2015-11-17,12,21,23,18.66666667
688,2015-11-18,16,21,33,23.33333333
689,2015-11-19,38,44,44,42
690,2015-11-20,52,69,49,56.66666667
691,2015-11-21,33,59,50,47.33333333
692,2015-11-22,9,32,41,27.33333333
693,2015-11-23,27,50,39,38.66666667
694,2015-11-24,13,21,32,22
695,2015-11-25,37,38,30,35
696,2015-11-26,45,59,36,46.66666667
697,2015-11-27,49,54,38,47
698,2015-11-28,44,61,49,51.33333333
699,2015-11-29,49,63,54,55.33333333
700,2015-11-30,61,69,62,64
701,2015-12-01,57,75,54,62
702,2015-12-02,21,40,50,37
703,2015-12-03,46,43,34,41
704,2015-12-04,38,54,43,45
705,2015-12-05,38,55,55,49.33333333
706,2015-12-06,55,74,53,60.66666667
707,2015-12-07,63,71,42,58.66666667
708,2015-12-08,73,86,43,67.33333333
709,2015-12-09,48,69,36,51
710,2015-12-10,36,53,33,40.66666667
711,2015-12-11,31,NA,NA,31
712,2015-12-12,44,NA,NA,44
713,2015-12-13,50,30,40,40
714,2015-12-14,59,52,45,52
715,2015-12-15,32,35,43,36.66666667
716,2015-12-16,21,40,31,30.66666667
717,2015-12-17,46,47,41,44.66666667
718,2015-12-18,65,66,54,61.66666667
719,2015-12-19,59,74,53,62
720,2015-12-20,55,60,49,54.66666667
721,2015-12-21,64,60,54,59.33333333
722,2015-12-22,58,59,48,55
723,2015-12-23,88,77,55,73.33333333
724,2015-12-24,32,40,40,37.33333333
725,2015-12-25,68,75,63,68.66666667
726,2015-12-26,33,51,75,53
727,2015-12-27,27,43,38,36
728,2015-12-28,61,54,47,54
729,2015-12-29,62,63,57,60.66666667
730,2015-12-30,NA,NA,NA,62.16666667
731,2015-12-31,NA,NA,NA,62.16666667
732,2016-01-01,NA,NA,NA,62.16666667
733,2016-01-02,NA,NA,NA,62.16666667
734,2016-01-03,47,66,78,63.66666667
735,2016-01-04,34,39,53,42
736,2016-01-05,58,62,45,55
737,2016-01-06,45,51,53,49.66666667
738,2016-01-07,36,41,38,38.33333333
739,2016-01-08,40,44,42,42
740,2016-01-09,36,52,45,44.33333333
741,2016-01-10,43,55,45,47.66666667
742,2016-01-11,53,54,41,49.33333333
743,2016-01-12,42,40,43,41.66666667
744,2016-01-13,50,51,45,48.66666667
745,2016-01-14,51,63,65,59.66666667
746,2016-01-15,70,78,72,73.33333333
747,2016-01-16,71,71,57,66.33333333
748,2016-01-17,56,47,42,48.33333333
749,2016-01-18,37,37,43,39
750,2016-01-19,42,45,39,42
751,2016-01-20,53,54,45,50.66666667
752,2016-01-21,55,54,42,50.33333333
753,2016-01-22,35,38,49,40.66666667
754,2016-01-23,43,34,40,39
755,2016-01-24,55,54,44,51
756,2016-01-25,77,66,52,65
757,2016-01-26,66,69,70,68.33333333
758,2016-01-27,60,76,66,67.33333333
759,2016-01-28,54,38,25,39
760,2016-01-29,42,44,37,41
761,2016-01-30,44,47,56,49
762,2016-01-31,43,43,40,42
763,2016-02-01,49,47,46,47.33333333
764,2016-02-02,62,60,49,57
765,2016-02-03,61,59,57,59
766,2016-02-04,50,55,47,50.66666667
767,2016-02-05,56,51,48,51.66666667
768,2016-02-06,51,46,45,47.33333333
769,2016-02-07,64,60,48,57.33333333
770,2016-02-08,59,55,54,56
771,2016-02-09,43,48,43,44.66666667
772,2016-02-10,51,57,50,52.66666667
773,2016-02-11,40,50,49,46.33333333
774,2016-02-12,17,41,34,30.66666667
775,2016-02-13,32,37,30,33
776,2016-02-14,36,43,37,38.66666667
777,2016-02-15,32,40,45,39
778,2016-02-16,43,44,41,42.66666667
779,2016-02-17,48,52,54,51.33333333
780,2016-02-18,79,74,59,70.66666667
781,2016-02-19,51,71,66,62.66666667
782,2016-02-20,29,38,46,37.66666667
783,2016-02-21,46,49,51,48.66666667
784,2016-02-22,55,62,66,61
785,2016-02-23,36,40,48,41.33333333
786,2016-02-24,51,46,45,47.33333333
787,2016-02-25,52,61,68,60.33333333
788,2016-02-26,69,58,81,69.33333333
789,2016-02-27,50,64,80,64.66666667
790,2016-02-28,61,53,46,53.33333333
791,2016-02-29,36,43,48,42.33333333
792,2016-03-01,42,44,59,48.33333333
793,2016-03-02,57,61,45,54.33333333
794,2016-03-03,73,72,43,62.66666667
795,2016-03-04,26,31,62,39.66666667
796,2016-03-05,78,52,43,57.66666667
797,2016-03-06,98,83,61,80.66666667
798,2016-03-07,68,78,66,70.66666667
799,2016-03-08,49,54,44,49
800,2016-03-09,38,52,47,45.66666667
801,2016-03-10,39,48,47,44.66666667
802,2016-03-11,51,57,53,53.66666667
803,2016-03-12,63,70,66,66.33333333
804,2016-03-13,66,77,78,73.66666667
805,2016-03-14,59,68,62,63
806,2016-03-15,66,63,65,64.66666667
807,2016-03-16,73,74,67,71.33333333
808,2016-03-17,67,51,41,53
809,2016-03-18,75,59,57,63.66666667
810,2016-03-19,79,62,50,63.66666667
811,2016-03-20,82,61,40,61
812,2016-03-21,72,62,56,63.33333333
813,2016-03-22,75,64,54,64.33333333
814,2016-03-23,43,49,36,42.66666667
815,2016-03-24,72,58,40,56.66666667
816,2016-03-25,69,60,43,57.33333333
817,2016-03-26,69,56,50,58.33333333
818,2016-03-27,67,64,60,63.66666667
819,2016-03-28,87,80,73,80
820,2016-03-29,85,65,69,73
821,2016-03-30,55,71,82,69.33333333
822,2016-03-31,72,78,85,78.33333333
823,2016-04-01,77,76,68,73.66666667
824,2016-04-02,56,72,51,59.66666667
825,2016-04-03,30,34,34,32.66666667
826,2016-04-04,63,47,53,54.33333333
827,2016-04-05,71,69,63,67.66666667
828,2016-04-06,48,33,31,37.33333333
829,2016-04-07,69,72,67,69.33333333
830,2016-04-08,98,104,86,96
831,2016-04-09,111,117,90,106
832,2016-04-10,52,52,50,51.33333333
833,2016-04-11,61,46,50,52.33333333
834,2016-04-12,63,32,45,46.66666667
835,2016-04-13,61,46,58,55
836,2016-04-14,59,58,57,58
837,2016-04-15,60,52,54,55.33333333
838,2016-04-16,42,35,44,40.33333333
839,2016-04-17,66,49,47,54
840,2016-04-18,50,45,50,48.33333333
841,2016-04-19,66,51,50,55.66666667
842,2016-04-20,32,37,39,36
843,2016-04-21,68,60,53,60.33333333
844,2016-04-22,143,108,124,125
845,2016-04-23,124,122,126,124
846,2016-04-24,76,103,78,85.66666667
847,2016-04-25,79,72,68,73
848,2016-04-26,58,43,35,45.33333333
849,2016-04-27,60,42,39,47
850,2016-04-28,67,56,48,57
851,2016-04-29,78,57,62,65.66666667
852,2016-04-30,51,49,56,52
853,2016-05-01,56,50,56,54
854,2016-05-02,22,25,45,30.66666667
855,2016-05-03,55,52,71,59.33333333
856,2016-05-04,61,52,54,55.66666667
857,2016-05-05,47,41,50,46
858,2016-05-06,99,115,106,106.6666667
859,2016-05-07,60,51,109,73.33333333
860,2016-05-08,64,66,76,68.66666667
861,2016-05-09,36,43,48,42.33333333
862,2016-05-10,33,31,36,33.33333333
863,2016-05-11,33,38,47,39.33333333
864,2016-05-12,41,42,46,43
865,2016-05-13,40,39,41,40
866,2016-05-14,40,39,43,40.66666667
867,2016-05-15,35,35,41,37
868,2016-05-16,69,55,56,60
869,2016-05-17,55,58,59,57.33333333
870,2016-05-18,45,56,51,50.66666667
871,2016-05-19,50,56,52,52.66666667
872,2016-05-20,43,38,53,44.66666667
873,2016-05-21,59,48,51,52.66666667
874,2016-05-22,72,53,64,63
875,2016-05-23,37,36,52,41.66666667
876,2016-05-24,82,57,57,65.33333333
877,2016-05-25,94,75,81,83.33333333
878,2016-05-26,84,76,80,80
879,2016-05-27,78,61,77,72
880,2016-05-28,80,58,55,64.33333333
881,2016-05-29,84,67,60,70.33333333
882,2016-05-30,81,63,73,72.33333333
883,2016-05-31,47,54,51,50.66666667
884,2016-06-01,38,41,36,38.33333333
885,2016-06-02,51,53,47,50.33333333
886,2016-06-03,58,63,48,56.33333333
887,2016-06-04,55,47,35,45.66666667
888,2016-06-05,27,24,41,30.66666667
889,2016-06-06,43,37,57,45.66666667
890,2016-06-07,44,47,60,50.33333333
891,2016-06-08,58,50,69,59
892,2016-06-09,65,59,54,59.33333333
893,2016-06-10,55,43,55,51
894,2016-06-11,32,37,48,39
895,2016-06-12,65,46,54,55
896,2016-06-13,58,57,56,57
897,2016-06-14,41,45,51,45.66666667
898,2016-06-15,32,36,52,40
899,2016-06-16,58,45,45,49.33333333
900,2016-06-17,68,47,52,55.66666667
901,2016-06-18,46,45,42,44.33333333
902,2016-06-19,54,48,57,53
903,2016-06-20,61,41,45,49
904,2016-06-21,69,42,50,53.66666667
905,2016-06-22,41,41,48,43.33333333
906,2016-06-23,48,41,50,46.33333333
907,2016-06-24,34,32,41,35.66666667
908,2016-06-25,36,34,48,39.33333333
909,2016-06-26,38,33,80,50.33333333
910,2016-06-27,64,39,56,53
911,2016-06-28,42,35,46,41
912,2016-06-29,31,32,45,36
913,2016-06-30,26,18,33,25.66666667
914,2016-07-01,14,18,35,22.33333333
915,2016-07-02,43,31,41,38.33333333
916,2016-07-03,28,16,46,30
917,2016-07-04,13,20,42,25
918,2016-07-05,18,21,36,25
919,2016-07-06,40,22,52,38
920,2016-07-07,60,27,42,43
921,2016-07-08,45,51,35,43.66666667
922,2016-07-09,39,39,54,44
923,2016-07-10,55,47,46,49.33333333
924,2016-07-11,41,32,35,36
925,2016-07-12,31,47,46,41.33333333
926,2016-07-13,31,33,58,40.66666667
927,2016-07-14,20,18,38,25.33333333
928,2016-07-15,11,18,33,20.66666667
929,2016-07-16,15,15,42,24
930,2016-07-17,30,22,60,37.33333333
931,2016-07-18,40,39,49,42.66666667
932,2016-07-19,40,40,38,39.33333333
933,2016-07-20,35,29,33,32.33333333
934,2016-07-21,40,42,34,38.66666667
935,2016-07-22,48,44,40,44
936,2016-07-23,41,37,44,40.66666667
937,2016-07-24,49,37,48,44.66666667
938,2016-07-25,38,32,46,38.66666667
939,2016-07-26,38,32,43,37.66666667
940,2016-07-27,56,48,47,50.33333333
941,2016-07-28,47,54,50,50.33333333
942,2016-07-29,48,40,48,45.33333333
943,2016-07-30,43,46,50,46.33333333
944,2016-07-31,35,41,60,45.33333333
945,2016-08-01,29,46,51,42
946,2016-08-02,31,36,51,39.33333333
947,2016-08-03,34,30,48,37.33333333
948,2016-08-04,43,37,43,41
949,2016-08-05,62,46,44,50.66666667
950,2016-08-06,41,38,51,43.33333333
951,2016-08-07,47,46,60,51
952,2016-08-08,33,36,53,40.66666667
953,2016-08-09,59,45,46,50
954,2016-08-10,37,44,61,47.33333333
955,2016-08-11,50,40,67,52.33333333
956,2016-08-12,39,37,64,46.66666667
957,2016-08-13,41,40,56,45.66666667
958,2016-08-14,44,39,61,48
959,2016-08-15,56,47,55,52.66666667
960,2016-08-16,50,54,43,49
961,2016-08-17,60,48,42,50
962,2016-08-18,68,39,46,51
963,2016-08-19,40,40,44,41.33333333
964,2016-08-20,33,22,40,31.66666667
965,2016-08-21,35,36,43,38
966,2016-08-22,38,36,43,39
967,2016-08-23,43,30,39,37.33333333
968,2016-08-24,35,40,42,39
969,2016-08-25,16,25,45,28.66666667
970,2016-08-26,15,22,40,25.66666667
971,2016-08-27,13,19,26,19.33333333
972,2016-08-28,18,21,31,23.33333333
973,2016-08-29,36,28,50,38
974,2016-08-30,21,34,57,37.33333333
975,2016-08-31,63,61,61,61.66666667
976,2016-09-01,42,32,48,40.66666667
977,2016-09-02,26,17,44,29
978,2016-09-03,27,27,49,34.33333333
979,2016-09-04,35,41,42,39.33333333
980,2016-09-05,63,52,60,58.33333333
981,2016-09-06,78,56,70,68
982,2016-09-07,57,51,54,54
983,2016-09-08,50,51,56,52.33333333
984,2016-09-09,48,51,53,50.66666667
985,2016-09-10,47,34,40,40.33333333
986,2016-09-11,34,33,38,35
987,2016-09-12,20,26,39,28.33333333
988,2016-09-13,37,35,34,35.33333333
989,2016-09-14,47,41,40,42.66666667
990,2016-09-15,58,41,47,48.66666667
991,2016-09-16,35,18,34,29
992,2016-09-17,27,16,28,23.66666667
993,2016-09-18,15,22,35,24
994,2016-09-19,19,20,38,25.66666667
995,2016-09-20,38,35,50,41
996,2016-09-21,45,39,52,45.33333333
997,2016-09-22,56,42,47,48.33333333
998,2016-09-23,66,49,44,53
999,2016-09-24,56,52,40,49.33333333
1000,2016-09-25,51,43,47,47
1001,2016-09-26,42,30,55,42.33333333
1002,2016-09-27,39,47,44,43.33333333
1003,2016-09-28,17,32,36,28.33333333
1004,2016-09-29,34,27,38,33
1005,2016-09-30,53,30,46,43
1006,2016-10-01,35,27,38,33.33333333
1007,2016-10-02,19,25,44,29.33333333
1008,2016-10-03,36,37,45,39.33333333
1009,2016-10-04,28,27,33,29.33333333
1010,2016-10-05,44,39,45,42.66666667
1011,2016-10-06,30,35,40,35
1012,2016-10-07,23,24,35,27.33333333
1013,2016-10-08,20,27,36,27.66666667
1014,2016-10-09,30,37,36,34.33333333
1015,2016-10-10,45,46,45,45.33333333
1016,2016-10-11,59,50,54,54.33333333
1017,2016-10-12,46,42,54,47.33333333
1018,2016-10-13,70,60,57,62.33333333
1019,2016-10-14,79,72,61,70.66666667
1020,2016-10-15,60,51,41,50.66666667
1021,2016-10-16,57,39,37,44.33333333
1022,2016-10-17,60,57,55,57.33333333
1023,2016-10-18,66,51,56,57.66666667
1024,2016-10-19,67,60,64,63.66666667
1025,2016-10-20,27,42,49,39.33333333
1026,2016-10-21,35,35,41,37
1027,2016-10-22,13,23,36,24
1028,2016-10-23,19,25,35,26.33333333
1029,2016-10-24,17,28,42,29
1030,2016-10-25,46,44,49,46.33333333
1031,2016-10-26,52,48,50,50
1032,2016-10-27,43,34,33,36.66666667
1033,2016-10-28,41,41,53,45
1034,2016-10-29,28,37,48,37.66666667
1035,2016-10-30,34,44,50,42.66666667
1036,2016-10-31,25,29,48,34
1037,2016-11-01,39,38,45,40.66666667
1038,2016-11-02,46,53,60,53
1039,2016-11-03,65,56,69,63.33333333
1040,2016-11-04,74,62,62,66
1041,2016-11-05,34,46,52,44
1042,2016-11-06,38,45,52,45
1043,2016-11-07,65,50,55,56.66666667
1044,2016-11-08,46,53,54,51
1045,2016-11-09,47,49,39,45
1046,2016-11-10,50,50,56,52
1047,2016-11-11,75,66,68,69.66666667
1048,2016-11-12,64,57,65,62
1049,2016-11-13,55,59,56,56.66666667
1050,2016-11-14,62,55,59,58.66666667
1051,2016-11-15,59,55,62,58.66666667
1052,2016-11-16,68,69,73,70
1053,2016-11-17,85,80,68,77.66666667
1054,2016-11-18,62,56,51,56.33333333
1055,2016-11-19,47,51,51,49.66666667
1056,2016-11-20,64,61,52,59
1057,2016-11-21,46,39,52,45.66666667
1058,2016-11-22,42,39,43,41.33333333
1059,2016-11-23,29,33,41,34.33333333
1060,2016-11-24,39,44,43,42
1061,2016-11-25,58,57,58,57.66666667
1062,2016-11-26,71,47,53,57
1063,2016-11-27,73,65,77,71.66666667
1064,2016-11-28,41,50,51,47.33333333
1065,2016-11-29,49,52,52,51
1066,2016-11-30,50,52,58,53.33333333
1067,2016-12-01,37,51,46,44.66666667
1068,2016-12-02,55,60,55,56.66666667
1069,2016-12-03,76,65,58,66.33333333
