"","date","data"
"266",2014-09-22,64
"267",2014-09-23,37
"268",2014-09-24,87
"269",2014-09-25,90
"270",2014-09-26,36
"271",2014-09-27,90
"272",2014-09-28,61
"273",2014-09-29,46
"274",2014-09-30,91
"275",2014-10-01,69
"276",2014-10-02,97
"277",2014-10-03,79
"278",2014-10-04,35
"279",2014-10-05,43
"280",2014-10-06,112
"281",2014-10-07,194
"282",2014-10-08,225
"283",2014-10-09,180
"284",2014-10-10,93
"285",2014-10-11,15
"286",2014-10-12,24
"287",2014-10-13,70
"288",2014-10-14,86
"289",2014-10-15,72
"290",2014-10-16,118
"291",2014-10-17,172
"292",2014-10-18,237
"293",2014-10-19,143
"294",2014-10-20,69
"295",2014-10-21,102
"296",2014-10-22,120
"297",2014-10-23,206
"298",2014-10-24,223
"299",2014-10-25,65
"300",2014-10-26,55
"301",2014-10-27,82
"302",2014-10-28,123
"303",2014-10-29,152
"304",2014-10-30,125
"305",2014-10-31,65
"306",2014-11-01,20
"307",2014-11-02,43
"308",2014-11-03,108
"309",2014-11-04,64
"310",2014-11-05,23
"311",2014-11-06,61
"312",2014-11-07,66
"313",2014-11-08,55
"314",2014-11-09,67
"315",2014-11-10,57
"316",2014-11-11,42
"317",2014-11-12,38
"318",2014-11-13,53
"319",2014-11-14,136
"320",2014-11-15,96
"321",2014-11-16,29
"322",2014-11-17,82
"323",2014-11-18,256
"324",2014-11-19,283
"325",2014-11-20,181
"326",2014-11-21,45
"327",2014-11-22,101
"328",2014-11-23,74
"329",2014-11-24,127
"330",2014-11-25,231
"331",2014-11-26,92
"332",2014-11-27,102
"333",2014-11-28,257
"334",2014-11-29,156
"335",2014-11-30,66
"336",2014-12-01,48
"337",2014-12-02,52
"338",2014-12-03,37
"339",2014-12-04,42
"340",2014-12-05,71
"341",2014-12-06,58
"342",2014-12-07,58
"343",2014-12-08,255
"344",2014-12-09,153
"345",2014-12-10,39
"346",2014-12-11,42
"347",2014-12-12,57
"348",2014-12-13,91
"349",2014-12-14,95
"350",2014-12-15,31
"351",2014-12-16,88
"352",2014-12-17,121
"353",2014-12-18,47
"354",2014-12-19,13
"355",2014-12-20,30
"356",2014-12-21,88
"357",2014-12-22,90
"358",2014-12-23,34
"359",2014-12-24,33
"360",2014-12-25,125
"361",2014-12-26,167
"362",2014-12-27,167
"363",2014-12-28,142
"364",2014-12-29,117
"365",2014-12-30,92
"366",2014-12-31,67
"367",2015-01-01,59
"368",2015-01-02,140
"369",2015-01-03,156
"370",2015-01-04,106
"371",2015-01-05,43
"372",2015-01-06,73
"373",2015-01-07,136
"374",2015-01-08,83
"375",2015-01-09,137
"376",2015-01-10,40
"377",2015-01-11,85
"378",2015-01-12,133
"379",2015-01-13,184
"380",2015-01-14,307
"381",2015-01-15,94
"382",2015-01-16,68
"383",2015-01-17,100
"384",2015-01-18,63
"385",2015-01-19,81
"386",2015-01-20,22
"387",2015-01-21,91
"388",2015-01-22,153
"389",2015-01-23,84
"390",2015-01-24,58
"391",2015-01-25,32
"392",2015-01-26,30
"393",2015-01-27,47
"394",2015-01-28,55
"395",2015-01-29,23
"396",2015-01-30,36
"397",2015-01-31,75
"398",2015-02-01,110
"399",2015-02-02,42
"400",2015-02-03,37
"401",2015-02-04,32
"402",2015-02-05,70
"403",2015-02-06,32
"404",2015-02-07,31
"405",2015-02-08,96
"406",2015-02-09,107
"407",2015-02-10,51
"408",2015-02-11,35
"409",2015-02-12,75
"410",2015-02-13,134
"411",2015-02-14,193
"412",2015-02-15,51
"413",2015-02-16,32
"414",2015-02-17,57
"415",2015-02-18,148
"416",2015-02-19,205
"417",2015-02-20,262
"418",2015-02-21,204
"419",2015-02-22,72
"420",2015-02-23,128
"421",2015-02-24,56
"422",2015-02-25,22
"423",2015-02-26,32
"424",2015-02-27,103
"425",2015-02-28,61
"426",2015-03-01,68
"427",2015-03-02,37
"428",2015-03-03,29
"429",2015-03-04,82
"430",2015-03-05,128
"431",2015-03-06,148
"432",2015-03-07,31
"433",2015-03-08,20
"434",2015-03-09,37
"435",2015-03-10,48
"436",2015-03-11,69
"437",2015-03-12,58
"438",2015-03-13,78
"439",2015-03-14,117
"440",2015-03-15,184
"441",2015-03-16,200
"442",2015-03-17,58
"443",2015-03-18,121
"444",2015-03-19,119
"445",2015-03-20,75
"446",2015-03-21,73
"447",2015-03-22,60
"448",2015-03-23,80
"449",2015-03-24,96
"450",2015-03-25,95
"451",2015-03-26,107
"452",2015-03-27,223
"453",2015-03-28,196
"454",2015-03-29,190
"455",2015-03-30,96
"456",2015-03-31,55
"457",2015-04-01,19
"458",2015-04-02,27
"459",2015-04-03,49
"460",2015-04-04,69
"461",2015-04-05,25
"462",2015-04-06,29
"463",2015-04-07,75
"464",2015-04-08,103
"465",2015-04-09,115
"466",2015-04-10,86
"467",2015-04-11,20
"468",2015-04-12,22
"469",2015-04-13,59
"470",2015-04-14,195
"471",2015-04-15,108
"472",2015-04-16,112
"473",2015-04-17,156
"474",2015-04-18,78
"475",2015-04-19,79
"476",2015-04-20,85
"477",2015-04-21,72
"478",2015-04-22,81
"479",2015-04-23,106
"480",2015-04-24,105
"481",2015-04-25,113
"482",2015-04-26,92
"483",2015-04-27,52
"484",2015-04-28,87
"485",2015-04-29,86
"486",2015-04-30,92
"487",2015-05-01,48
"488",2015-05-02,73
"489",2015-05-03,48
"490",2015-05-04,67
"491",2015-05-05,52
"492",2015-05-06,83
"493",2015-05-07,70
"494",2015-05-08,43
"495",2015-05-09,45
"496",2015-05-10,16
"497",2015-05-11,38
"498",2015-05-12,100
"499",2015-05-13,69
"500",2015-05-14,45
"501",2015-05-15,81
"502",2015-05-16,117
"503",2015-05-17,71
"504",2015-05-18,48
"505",2015-05-19,31
"506",2015-05-20,64
"507",2015-05-21,67
"508",2015-05-22,93
"509",2015-05-23,104
"510",2015-05-24,105
"511",2015-05-25,96
"512",2015-05-26,89
"513",2015-05-27,96
"514",2015-05-28,68
"515",2015-05-29,66
"516",2015-05-30,72
"517",2015-05-31,113
"518",2015-06-01,47
"519",2015-06-02,65
"520",2015-06-03,63
"521",2015-06-04,64
"522",2015-06-05,42
"523",2015-06-06,26
"524",2015-06-07,29
"525",2015-06-08,74
"526",2015-06-09,59
"527",2015-06-10,18
"528",2015-06-11,21
"529",2015-06-12,20
"530",2015-06-13,31
"531",2015-06-14,87
"532",2015-06-15,105
"533",2015-06-16,47
"534",2015-06-17,29
"535",2015-06-18,30
"536",2015-06-19,31
"537",2015-06-20,61
"538",2015-06-21,78
"539",2015-06-22,100
"540",2015-06-23,85
"541",2015-06-24,94
"542",2015-06-25,105
"543",2015-06-26,74
"544",2015-06-27,115
"545",2015-06-28,126
"546",2015-06-29,25
"547",2015-06-30,37
"548",2015-07-01,16
"549",2015-07-02,55
"550",2015-07-03,47
"551",2015-07-04,61
"552",2015-07-05,60
"553",2015-07-06,65
"554",2015-07-07,82
"555",2015-07-08,63
"556",2015-07-09,59
"557",2015-07-10,82
"558",2015-07-11,108
"559",2015-07-12,59
"560",2015-07-13,48
"561",2015-07-14,49
"562",2015-07-15,38
"563",2015-07-16,35
"564",2015-07-17,42
"565",2015-07-18,52
"566",2015-07-19,67
"567",2015-07-20,75
"568",2015-07-21,49
"569",2015-07-22,48
"570",2015-07-23,62
"571",2015-07-24,77
"572",2015-07-25,90
"573",2015-07-26,71
"574",2015-07-27,53
"575",2015-07-28,78
"576",2015-07-29,42
"577",2015-07-30,25
"578",2015-07-31,62
"579",2015-08-01,70
"580",2015-08-02,40
"581",2015-08-03,34
"582",2015-08-04,77
"583",2015-08-05,59
"584",2015-08-06,75
"585",2015-08-07,48
"586",2015-08-08,61
"587",2015-08-09,52
"588",2015-08-10,87
"589",2015-08-11,88
"590",2015-08-12,105
"591",2015-08-13,62
"592",2015-08-14,42
"593",2015-08-15,70
"594",2015-08-16,85
"595",2015-08-17,60
"596",2015-08-18,53
"597",2015-08-19,43
"598",2015-08-20,26
"599",2015-08-21,24
"600",2015-08-22,25
"601",2015-08-23,18
"602",2015-08-24,24
"603",2015-08-25,20
"604",2015-08-26,20
"605",2015-08-27,28
"606",2015-08-28,41
"607",2015-08-29,33
"608",2015-08-30,30
"609",2015-08-31,9
"610",2015-09-01,11
"611",2015-09-02,24
"612",2015-09-03,57
"613",2015-09-04,16
"614",2015-09-05,23
"615",2015-09-06,38
"616",2015-09-07,63
"617",2015-09-08,46
"618",2015-09-09,9
"619",2015-09-10,13
"620",2015-09-11,14
"621",2015-09-12,42
"622",2015-09-13,78
"623",2015-09-14,84
"624",2015-09-15,92
"625",2015-09-16,105
"626",2015-09-17,69
"627",2015-09-18,33
"628",2015-09-19,82
"629",2015-09-20,77
"630",2015-09-21,102
"631",2015-09-22,39
"632",2015-09-23,90
"633",2015-09-24,21
"634",2015-09-25,49
"635",2015-09-26,61
"636",2015-09-27,53
"637",2015-09-28,54
"638",2015-09-29,34
"639",2015-09-30,20
"640",2015-10-01,49
"641",2015-10-02,46
"642",2015-10-03,92
"643",2015-10-04,141
"644",2015-10-05,195
"645",2015-10-06,198
"646",2015-10-07,22
"647",2015-10-08,43
"648",2015-10-09,22
"649",2015-10-10,29
"650",2015-10-11,28
"651",2015-10-12,54
"652",2015-10-13,98
"653",2015-10-14,92
"654",2015-10-15,162
"655",2015-10-16,250
"656",2015-10-17,49
"657",2015-10-18,67
"658",2015-10-19,82
"659",2015-10-20,57
"660",2015-10-21,43
"661",2015-10-22,53
"662",2015-10-23,60
"663",2015-10-24,45
"664",2015-10-25,55
"665",2015-10-26,33
"666",2015-10-27,15
"667",2015-10-28,15
"668",2015-10-29,32
"669",2015-10-30,48
"670",2015-10-31,70
"671",2015-11-01,74
"672",2015-11-02,127
"673",2015-11-03,136
"674",2015-11-04,75.5
"675",2015-11-05,15
"676",2015-11-06,16
"677",2015-11-07,66
"678",2015-11-08,101
"679",2015-11-09,101
"680",2015-11-10,82
"681",2015-11-11,120
"682",2015-11-12,141
"683",2015-11-13,109
"684",2015-11-14,154
"685",2015-11-15,56
"686",2015-11-16,57
"687",2015-11-17,53
"688",2015-11-18,49.3333333333333
"689",2015-11-19,45.6666666666667
"690",2015-11-20,42
"691",2015-11-21,38.3333333333333
"692",2015-11-22,34.6666666666667
"693",2015-11-23,31
"694",2015-11-24,19
"695",2015-11-25,36
"696",2015-11-26,149
"697",2015-11-27,251
"698",2015-11-28,184
"699",2015-11-29,472
"700",2015-11-30,250
"701",2015-12-01,5
"702",2015-12-02,12
"703",2015-12-03,35
"704",2015-12-04,50
"705",2015-12-05,109
"706",2015-12-06,120
"707",2015-12-07,170
"708",2015-12-08,132.333333333333
"709",2015-12-09,94.6666666666667
"710",2015-12-10,57
"711",2015-12-11,129
"712",2015-12-12,152
"713",2015-12-13,79.5
"714",2015-12-14,7
"715",2015-12-15,10
"716",2015-12-16,46
"717",2015-12-17,59
"718",2015-12-18,98
"719",2015-12-19,156
"720",2015-12-20,198
"721",2015-12-21,317
"722",2015-12-22,205
"723",2015-12-23,104
"724",2015-12-24,415
"725",2015-12-25,283
"726",2015-12-26,79
"727",2015-12-27,86
"728",2015-12-28,236
"729",2015-12-29,160
"730",2015-12-30,68
"731",2015-12-31,53.5
"732",2016-01-01,39
"733",2016-01-02,24.5
"734",2016-01-03,10
"735",2016-01-04,51
"736",2016-01-05,28
"737",2016-01-06,14
"738",2016-01-07,29
"739",2016-01-08,67
"740",2016-01-09,49
"741",2016-01-10,15
"742",2016-01-11,17
"743",2016-01-12,31
"744",2016-01-13,63
"745",2016-01-14,90
"746",2016-01-15,86
"747",2016-01-16,31
"748",2016-01-17,39
"749",2016-01-18,58
"750",2016-01-19,101
"751",2016-01-20,91
"752",2016-01-21,21
"753",2016-01-22,35
"754",2016-01-23,42
"755",2016-01-24,29
"756",2016-01-25,43
"757",2016-01-26,79
"758",2016-01-27,107
"759",2016-01-28,58
"760",2016-01-29,45
"761",2016-01-30,16
"762",2016-01-31,15
"763",2016-02-01,34
"764",2016-02-02,33
"765",2016-02-03,15
"766",2016-02-04,27
"767",2016-02-05,32
"768",2016-02-06,50
"769",2016-02-07,176
"770",2016-02-08,38
"771",2016-02-09,80
"772",2016-02-10,114
"773",2016-02-11,99
"774",2016-02-12,13
"775",2016-02-13,13
"776",2016-02-14,36
"777",2016-02-15,32
"778",2016-02-16,40
"779",2016-02-17,26
"780",2016-02-18,24
"781",2016-02-19,14
"782",2016-02-20,71
"783",2016-02-21,60
"784",2016-02-22,15
"785",2016-02-23,36
"786",2016-02-24,32
"787",2016-02-25,42
"788",2016-02-26,26
"789",2016-02-27,40
"790",2016-02-28,33
"791",2016-02-29,86
"792",2016-03-01,116
"793",2016-03-02,151
"794",2016-03-03,202
"795",2016-03-04,177
"796",2016-03-05,113
"797",2016-03-06,61
"798",2016-03-07,19
"799",2016-03-08,15
"800",2016-03-09,35
"801",2016-03-10,42
"802",2016-03-11,84
"803",2016-03-12,35
"804",2016-03-13,80
"805",2016-03-14,108
"806",2016-03-15,150
"807",2016-03-16,150
"808",2016-03-17,36
"809",2016-03-18,75
"810",2016-03-19,69
"811",2016-03-20,110
"812",2016-03-21,129
"813",2016-03-22,34
"814",2016-03-23,24
"815",2016-03-24,36
"816",2016-03-25,27
"817",2016-03-26,31
"818",2016-03-27,131
"819",2016-03-28,52
"820",2016-03-29,48
"821",2016-03-30,135
"822",2016-03-31,82
"823",2016-04-01,21
"824",2016-04-02,34
"825",2016-04-03,75
"826",2016-04-04,91
"827",2016-04-05,83
"828",2016-04-06,83
"829",2016-04-07,50
"830",2016-04-08,164
"831",2016-04-09,117
"832",2016-04-10,70
"833",2016-04-11,65
"834",2016-04-12,87
"835",2016-04-13,68
"836",2016-04-14,72
"837",2016-04-15,57
"838",2016-04-16,24
"839",2016-04-17,26
"840",2016-04-18,65
"841",2016-04-19,60
"842",2016-04-20,96
"843",2016-04-21,70
"844",2016-04-22,38
"845",2016-04-23,89
"846",2016-04-24,81
"847",2016-04-25,80
"848",2016-04-26,72
"849",2016-04-27,69
"850",2016-04-28,64
"851",2016-04-29,100
"852",2016-04-30,57
"853",2016-05-01,62
"854",2016-05-02,50
"855",2016-05-03,44
"856",2016-05-04,55
"857",2016-05-05,199
"858",2016-05-06,30
"859",2016-05-07,64
"860",2016-05-08,41
"861",2016-05-09,53
"862",2016-05-10,73
"863",2016-05-11,29
"864",2016-05-12,57
"865",2016-05-13,38
"866",2016-05-14,23
"867",2016-05-15,46
"868",2016-05-16,78
"869",2016-05-17,70
"870",2016-05-18,76
"871",2016-05-19,78
"872",2016-05-20,65
"873",2016-05-21,67
"874",2016-05-22,76
"875",2016-05-23,31
"876",2016-05-24,24
"877",2016-05-25,48
"878",2016-05-26,79
"879",2016-05-27,57
"880",2016-05-28,51
"881",2016-05-29,93
"882",2016-05-30,86
"883",2016-05-31,54
"884",2016-06-01,63
"885",2016-06-02,83
"886",2016-06-03,78
"887",2016-06-04,73
"888",2016-06-05,77
"889",2016-06-06,61
"890",2016-06-07,68.5
"891",2016-06-08,76
"892",2016-06-09,31
"893",2016-06-10,15
"894",2016-06-11,62
"895",2016-06-12,61
"896",2016-06-13,32
"897",2016-06-14,32
"898",2016-06-15,33
"899",2016-06-16,47
"900",2016-06-17,60
"901",2016-06-18,61
"902",2016-06-19,63
"903",2016-06-20,63
"904",2016-06-21,58
"905",2016-06-22,70
"906",2016-06-23,28
"907",2016-06-24,28
"908",2016-06-25,62
"909",2016-06-26,66
"910",2016-06-27,31
"911",2016-06-28,40
"912",2016-06-29,49
"913",2016-06-30,23
"914",2016-07-01,52
"915",2016-07-02,66
"916",2016-07-03,82
"917",2016-07-04,67
"918",2016-07-05,63
"919",2016-07-06,86
"920",2016-07-07,77
"921",2016-07-08,58
"922",2016-07-09,62
"923",2016-07-10,62
"924",2016-07-11,33
"925",2016-07-12,32
"926",2016-07-13,50
"927",2016-07-14,34
"928",2016-07-15,43
"929",2016-07-16,66
"930",2016-07-17,74
"931",2016-07-18,54
"932",2016-07-19,5
"933",2016-07-20,17
"934",2016-07-21,30
"935",2016-07-22,43
"936",2016-07-23,56
"937",2016-07-24,40
"938",2016-07-25,25
"939",2016-07-26,61
"940",2016-07-27,47
"941",2016-07-28,77
"942",2016-07-29,47
"943",2016-07-30,55
"944",2016-07-31,59
"945",2016-08-01,42
"946",2016-08-02,59
"947",2016-08-03,76
"948",2016-08-04,54
"949",2016-08-05,74
"950",2016-08-06,26
"951",2016-08-07,37
"952",2016-08-08,54
"953",2016-08-09,67
"954",2016-08-10,64
"955",2016-08-11,50
"956",2016-08-12,32
"957",2016-08-13,32
"958",2016-08-14,40
"959",2016-08-15,32
"960",2016-08-16,67
"961",2016-08-17,47
"962",2016-08-18,27
"963",2016-08-19,54
"964",2016-08-20,61
"965",2016-08-21,48
"966",2016-08-22,62
"967",2016-08-23,73
"968",2016-08-24,21
"969",2016-08-25,23
"970",2016-08-26,32
"971",2016-08-27,25
"972",2016-08-28,37
"973",2016-08-29,54
"974",2016-08-30,38
"975",2016-08-31,26
"976",2016-09-01,30
"977",2016-09-02,33
"978",2016-09-03,66
"979",2016-09-04,45
"980",2016-09-05,34
"981",2016-09-06,49
"982",2016-09-07,34
"983",2016-09-08,32
"984",2016-09-09,30
"985",2016-09-10,56
"986",2016-09-11,42
"987",2016-09-12,63
"988",2016-09-13,71
"989",2016-09-14,74
"990",2016-09-15,58
"991",2016-09-16,40
"992",2016-09-17,25
"993",2016-09-18,19
"994",2016-09-19,40
"995",2016-09-20,86
"996",2016-09-21,85
"997",2016-09-22,111
"998",2016-09-23,127
"999",2016-09-24,125
"1000",2016-09-25,68
"1001",2016-09-26,24
"1002",2016-09-27,26
"1003",2016-09-28,71
"1004",2016-09-29,93
"1005",2016-09-30,123
"1006",2016-10-01,129
"1007",2016-10-02,103
"1008",2016-10-03,49
"1009",2016-10-04,67
"1010",2016-10-05,66
"1011",2016-10-06,45
"1012",2016-10-07,20
"1013",2016-10-08,57
"1014",2016-10-09,96
"1015",2016-10-10,93
"1016",2016-10-11,74
"1017",2016-10-12,118
"1018",2016-10-13,152
"1019",2016-10-14,128
"1020",2016-10-15,110
"1021",2016-10-16,79
"1022",2016-10-17,102
"1023",2016-10-18,132
"1024",2016-10-19,87
"1025",2016-10-20,52
"1026",2016-10-21,20
"1027",2016-10-22,45
"1028",2016-10-23,89
"1029",2016-10-24,101
"1030",2016-10-25,71
"1031",2016-10-26,55
"1032",2016-10-27,17
"1033",2016-10-28,50
"1034",2016-10-29,63
"1035",2016-10-30,19
"1036",2016-10-31,54
"1037",2016-11-01,108
"1038",2016-11-02,161
"1039",2016-11-03,180
"1040",2016-11-04,133
"1041",2016-11-05,67
"1042",2016-11-06,42
"1043",2016-11-07,37
"1044",2016-11-08,131
"1045",2016-11-09,107
"1046",2016-11-10,81
"1047",2016-11-11,83
"1048",2016-11-12,111
"1049",2016-11-13,67
"1050",2016-11-14,60
"1051",2016-11-15,107
"1052",2016-11-16,116
"1053",2016-11-17,190
"1054",2016-11-18,107
"1055",2016-11-19,71
"1056",2016-11-20,18
"1057",2016-11-21,18
"1058",2016-11-22,21
"1059",2016-11-23,69
"1060",2016-11-24,133
"1061",2016-11-25,291
"1062",2016-11-26,102
"1063",2016-11-27,76
"1064",2016-11-28,90
"1065",2016-11-29,83
"1066",2016-11-30,32
"1067",2016-12-01,86
"1068",2016-12-02,215
"1069",2016-12-03,244
"1070",2016-12-04,38
"1071",2016-12-05,91
"1072",2016-12-06,109
"1073",2016-12-07,87
"1074",2016-12-08,30
"1075",2016-12-09,55
"1076",2016-12-10,145
"1077",2016-12-11,141
"1078",2016-12-12,33
"1079",2016-12-13,32
"1080",2016-12-14,43
"1081",2016-12-15,101
"1082",2016-12-16,164
"1083",2016-12-17,161
"1084",2016-12-18,164
"1085",2016-12-19,290
"1086",2016-12-20,280
"1087",2016-12-21,90
"1088",2016-12-22,39
"1089",2016-12-23,101
"1090",2016-12-24,112
"1091",2016-12-25,46
"1092",2016-12-26,41
"1093",2016-12-27,62
"1094",2016-12-28,68
"1095",2016-12-29,222
"1096",2016-12-30,335
"1097",2016-12-31,425
"1098",2017-01-01,243
"1099",2017-01-02,282
"1100",2017-01-03,387
"1101",2017-01-04,170
"1102",2017-01-05,144
"1103",2017-01-06,142
"1104",2017-01-07,96.5
"1105",2017-01-08,51
"1106",2017-01-09,38
"1107",2017-01-10,65
"1108",2017-01-11,50
"1109",2017-01-12,24
"1110",2017-01-13,36
"1111",2017-01-14,55
"1112",2017-01-15,82
"1113",2017-01-16,106
"1114",2017-01-17,49
"1115",2017-01-18,71
"1116",2017-01-19,31
"1117",2017-01-20,45
"1118",2017-01-21,35
"1119",2017-01-22,44
"1120",2017-01-23,88
"1121",2017-01-24,127
"1122",2017-01-25,130
"1123",2017-01-26,74
"1124",2017-01-27,332
"1125",2017-01-28,54
"1126",2017-01-29,33
"1127",2017-01-30,66
"1128",2017-01-31,36
"1129",2017-02-01,80
"1130",2017-02-02,127
"1131",2017-02-03,204
"1132",2017-02-04,18
"1133",2017-02-05,21
"1134",2017-02-06,69
"1135",2017-02-07,39
"1136",2017-02-08,29
"1137",2017-02-09,26
"1138",2017-02-10,77
"1139",2017-02-11,119
"1140",2017-02-12,97
"1141",2017-02-13,120
"1142",2017-02-14,135
"1143",2017-02-15,56
"1144",2017-02-16,36
"1145",2017-02-17,86
"1146",2017-02-18,97
"1147",2017-02-19,29
"1148",2017-02-20,61
"1149",2017-02-21,29
